id_site;id_client;libelle;type_site;adresse;code_postal;ville;code_insee;region;latitude;longitude;surface_m2;date_ouverture;date_fermeture;actif
SIT-02449;CLI-01959;Siège Nevers;Siège;22 allée des Peupliers;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9405;3.191;849;2025-12-07;;oui
SIT-02450;CLI-01959;Entrepôt Poitiers;Entrepôt;6 rue de l’Industrie;86000;Poitiers;86194;Nouvelle-Aquitaine;46.565;0.3837;1244;2020-10-25;;oui
SIT-02451;CLI-01960;Siège Rodez;Siège;20 rue de la République;12000;Rodez;12202;Occitanie;44.3735;2.5561;1935;2023-06-13;;oui
SIT-02452;CLI-01964;Siège Caen;Siège;84 avenue du Général Leclerc;14000;Caen;14118;Normandie;49.1837;-0.3858;40;2023-01-17;;oui
SIT-02453;CLI-01964;Point de vente Saint-Étienne;Point de vente;46 allée des Peupliers;42000;Saint-Étienne;42218;Auvergne-Rhône-Alpes;45.4366;4.4077;429;2025-12-25;;oui
SIT-02454;CLI-01965;Siège Strasbourg;Siège;106 quai des Docks;67000;Strasbourg;67482;Grand Est;48.5554;7.7271;1057;2021-04-30;;oui
SIT-02455;CLI-01965;Agence Cholet;Agence;106 avenue Jean Jaurès;49300;Cholet;49099;Pays de la Loire;47.0311;-0.9109;1459;2019-09-28;2024-06-30;non
SIT-02456;CLI-01966;Siège Fréjus;Siège;79 rue des Acacias;83600;Fréjus;83061;Provence-Alpes-Côte d’Azur;43.4051;6.7391;2182;2022-06-07;;oui
SIT-02457;CLI-01967;Siège montauban;Siège;37 rue des Acacias;82000;montauban;82121;Occitanie;44.0417;1.3338;938;2023-12-23;;oui
SIT-02458;CLI-01968;Siège Saint-Quentin;Siège;80 rue des Acacias;02100;Saint-Quentin;02691;Hauts-de-France;49.839;3.2964;1240;2024-01-14;;oui
SIT-02459;CLI-01969;Siège Cannes;Siège;29 rue de la République;06400;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5597;6.9907;1293;2022-10-08;;oui
SIT-02460;CLI-01969;Entrepôt Chambéry;Entrepôt;144 route de Bordeaux;73000;Chambéry;73065;Auvergne-Rhône-Alpes;45.5323;5.8994;964;2024-05-31;;oui
SIT-02461;CLI-01970;Siège Arles;Siège;106 rue des Acacias;13200;Arles;13004;Provence-Alpes-Côte d’Azur;43.7241;4.6331;1476;2021-03-15;;oui
SIT-02462;CLI-01970;Agence Agen;Agence;63 boulevard Victor Hugo;47000;Agen;47001;Nouvelle-Aquitaine;44.2153;0.6089;84;2017-06-01;;oui
SIT-02463;CLI-01970;Entrepôt Saint-Denis;Entrepôt;131 quai des Docks;93200;Saint-Denis;93066;Île-de-France;48.9841;2.3602;205;2022-12-30;;oui
SIT-02464;CLI-01972;Siège Gap;Siège;102 rue du Commerce;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5549;6.0442;110;2018-09-21;;oui
SIT-02465;CLI-01972;Agence Narbonne;Agence;46 quai des Docks;11100;Narbonne;11262;Occitanie;43.1417;2.9529;1402;2023-04-26;;oui
SIT-02466;CLI-01973;Siège Saint-Étienne;Siège;167 allée des Peupliers;42000;Saint-Étienne;42218;Auvergne-Rhône-Alpes;45.4399;4.3963;817;2021-10-31;;oui
SIT-02467;CLI-01973;Point de vente Albi;Point de vente;4 rue des Acacias;81000;Albi;81004;Occitanie;43.924;2.1507;40;2018-11-18;;oui
SIT-02468;CLI-01976;Siège Poitiers;Siège;4 boulevard Victor Hugo;01000;Poitiers;86194;Nouvelle-Aquitaine;46.6085;0.3309;498;2026-02-03;;oui
SIT-02469;CLI-01978;Siège Mulhouse;Siège;119 rue de l’Industrie;68100;Mulhouse;68224;Grand Est;47.7906;7.3499;105;2016-12-26;;oui
SIT-02470;CLI-01979;Siège Vannes;Siège;157 quai des Docks;56000;Vannes;56260;Bretagne;47.6909;-2.7704;119;2024-01-07;;oui
SIT-02471;CLI-01979;Point de vente Brest;Point de vente;49 rue Pasteur;29200;Brest;29019;Bretagne;48.3649;-4.4482;368;2023-07-11;;oui
SIT-02472;CLI-01981;Siège Béziers;Siège;120 rue de l’Industrie;34500;Béziers;34032;Occitanie;43.3266;3.2143;1050;2022-10-08;;oui
SIT-02473;CLI-01982;Siège Annecy;Siège;14 rue de l’Industrie;74000;Annecy;74010;Auvergne-Rhône-Alpes;45.902;6.1173;309;2016-07-22;;oui
SIT-02474;CLI-01983;Siège Toulouse;Siège;67 chemin des Vignes;31000;Toulouse;31555;Occitanie;43.605;1.4197;125;2016-07-13;;oui
SIT-02475;CLI-01983;Entrepôt Brest;Entrepôt;144 avenue Jean Jaurès;29200;Brest;29019;Bretagne;48.4229;-4.4843;90;2020-11-13;;oui
SIT-02476;CLI-01983;Point de vente Albi;Point de vente;140 quai des Docks;81000;Albi;81004;Occitanie;43.9575;2.1272;1372;2023-07-27;;oui
SIT-02477;CLI-01984;Siège Bourges;Siège;107 rue de la République;18000;Bourges;18033;Centre-Val de Loire;47.1156;2.4226;773;2023-04-30;;oui
SIT-02478;CLI-01984;Agence Orléans;Agence;63 rue Pasteur;45000;Orléans;45234;Centre-Val de Loire;47.9166;1.9447;1394;2018-04-11;;oui
SIT-02479;CLI-01985;Siège Angers;Siège;148 rue de l’Industrie;49000;Angers;49007;Pays de la Loire;47.5113;-0.5137;763;2022-12-11;;oui
SIT-02480;CLI-01986;Siège Angers;Siège;92 avenue du Général Leclerc;49000;Angers;49007;Pays de la Loire;47.4273;-0.5266;596;2021-04-26;;oui
SIT-02481;CLI-01987;Siège Lorient;Siège;125 quai des Docks;56100;Lorient;56121;Bretagne;47.7453;-3.3421;763;2017-08-14;;oui
SIT-02482;CLI-01988;Siège Toulon;Siège;88 avenue Jean Jaurès;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.135;5.9707;140;2025-09-19;;oui
SIT-02483;CLI-01988;Usine Cherbourg-en-Cotentin;Usine;134 route de Bordeaux;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6057;-1.5912;1133;2020-08-03;;oui
SIT-02484;CLI-01988;Point de vente Caen;Point de vente;152 allée des Peupliers;14000;Caen;14118;Normandie;49.2009;-0.3259;40;2021-09-28;;oui
SIT-02485;CLI-01988;Entrepôt Nevers;Entrepôt;159 rue de l’Industrie;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9806;3.1186;2108;2024-06-26;;oui
SIT-02486;CLI-01990;Siège Paris;Siège;67 quai des Docks;75001;Paris;75056;Île-de-France;48.8734;2.3206;1319;2020-11-19;2021-06-26;non
SIT-02487;CLI-01991;Siège Ajaccio;Siège;145 quai des Docks;20000;Ajaccio;2A004;Corse;41.9522;8.7146;1372;2019-04-07;;oui
SIT-02488;CLI-01991;Usine Le Havre;Usine;23 boulevard Victor Hugo;76600;Le Havre;76351;Normandie;49.4471;0.0915;596;2024-07-01;;oui
SIT-02489;CLI-01992;Siège Orléans;Siège;29 impasse des Lilas;45000;Orléans;45234;Centre-Val de Loire;47.8992;1.8532;1959;2022-09-26;;oui
SIT-02490;CLI-01992;Point de vente Bordeaux;Point de vente;4 rue du Commerce;33000;Bordeaux;33063;Nouvelle-Aquitaine;44.8793;-0.5901;1298;2023-04-01;;oui
SIT-02491;CLI-01993;Siège Bastia;Siège;144 rue de l’Industrie;20200;Bastia;2B033;Corse;42.7438;9.4192;764;2019-11-20;;oui
SIT-02492;CLI-01993;Usine Cherbourg-en-Cotentin;Usine;179 avenue Jean Jaurès;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6166;-1.6018;2008;2021-04-22;;oui
SIT-02493;CLI-01994;Siège Laval;Siège;179 route de Bordeaux;53000;Laval;53130;Pays de la Loire;48.0347;-0.776;1281;2022-08-19;;oui
SIT-02494;CLI-01995;Siège Paris;Siège;68 place du Marché;75001;Paris;75056;Île-de-France;48.8502;2.3997;758;2024-01-02;;oui
SIT-02495;CLI-01995;Agence Nice;Agence;94 allée des Peupliers;06000;Nice;06088;Provence-Alpes-Côte d’Azur;43.7501;7.2928;831;2019-09-16;;oui
SIT-02496;CLI-01997;Siège Villeurbanne;Siège;172 rue de la République;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.7804;4.8567;1586;2021-12-14;;oui
SIT-02497;CLI-01998;Siège Amiens;Siège;143 avenue Jean Jaurès;80000;Amiens;80021;Hauts-de-France;49.9269;2.2712;973;2019-12-18;;oui
SIT-02498;CLI-01999;Siège Mulhouse;Siège;26 impasse des Lilas;58000;Mulhouse;68224;Grand Est;47.7065;7.385;2097;2017-03-19;;oui
SIT-02499;CLI-02000;Siège Marseille;Siège;125 impasse des Lilas;13001;Marseille;13055;Provence-Alpes-Côte d’Azur;43.3226;5.4178;634;2022-08-25;;oui
SIT-02500;CLI-02000;Agence Cannes;Agence;86 boulevard Victor Hugo;06400;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5777;6.9891;1013;2024-01-25;;oui
SIT-02501;CLI-02001;Siège Paris;Siège;19 place du Marché;75001;Paris;75056;Île-de-France;48.8461;2.3739;3300;2024-12-31;;oui
SIT-02502;CLI-02003;Siège Versailles;Siège;176 boulevard Victor Hugo;78000;Versailles;78646;Île-de-France;48.7831;2.0965;317;2023-01-02;;oui
SIT-02503;CLI-02005;Siège Ajaccio;Siège;74 avenue du Général Leclerc;20000;Ajaccio;2A004;Corse;41.9214;8.704;1901;2016-06-15;;oui
SIT-02504;CLI-02006;Siège Amiens;Siège;156 rue de la République;80000;Amiens;80021;Hauts-de-France;49.9289;2.2559;1529;2024-04-20;;oui
SIT-02505;CLI-02006;Point de vente Bourg-en-Bresse;Point de vente;6 rue des Acacias;01000;Bourg-en-Bresse;01053;Auvergne-Rhône-Alpes;46.1866;5.2034;1012;2025-01-03;;oui
SIT-02506;CLI-02006;Entrepôt Paris;Entrepôt;11 avenue du Général Leclerc;75001;Paris;75056;Île-de-France;48.8251;2.3665;833;2016-07-23;2019-10-04;non
SIT-02507;CLI-02006;Usine Gap;Usine;94 rue de la République;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5779;6.0636;40;2025-04-26;;oui
SIT-02508;CLI-02007;Siège Agen;Siège;56 rue du Commerce;47000;Agen;47001;Nouvelle-Aquitaine;44.1625;0.5729;2890;2021-05-06;;oui
SIT-02509;CLI-02007;Agence Argenteuil;Agence;41 impasse des Lilas;95100;Argenteuil;95018;Île-de-France;48.9641;2.218;1338;2017-02-06;;oui
SIT-02510;CLI-02008;Siège Cholet;Siège;126 rue du Commerce;49300;Cholet;49099;Pays de la Loire;47.0231;-0.918;1652;2022-07-07;;oui
SIT-02511;CLI-02008;Point de vente Beauvais;Point de vente;167 rue du Commerce;60000;Beauvais;60057;Hauts-de-France;49.3831;2.0418;578;2018-01-24;;oui
SIT-02512;CLI-02010;Siège Chambéry;Siège;81 chemin des Vignes;73000;Chambéry;73065;Auvergne-Rhône-Alpes;45.5339;5.9509;201;2022-11-10;;oui
SIT-02513;CLI-02011;Siège Agen;Siège;76 avenue du Général Leclerc;47000;Agen;47001;Nouvelle-Aquitaine;44.1599;0.5782;522;2020-05-25;;oui
SIT-02514;CLI-02012;Siège Mulhouse;Siège;28 route de Bordeaux;68100;Mulhouse;68224;Grand Est;47.7141;7.3202;890;2017-12-28;;oui
SIT-02515;CLI-02012;Agence Brest;Agence;171 route de Bordeaux;29200;Brest;29019;Bretagne;48.4032;-4.5306;157;2018-05-07;;oui
SIT-02516;CLI-02013;Siège Annecy;Siège;82 allée des Peupliers;74000;Annecy;74010;Auvergne-Rhône-Alpes;45.9392;6.1038;364;2023-08-29;;oui
SIT-02517;CLI-02013;Point de vente Nancy;Point de vente;113 place du Marché;54000;Nancy;54395;Grand Est;48.728;6.1353;284;2016-05-25;;oui
SIT-02518;CLI-02014;Siège Grenoble;Siège;169 rue des Acacias;38000;Grenoble;38185;Auvergne-Rhône-Alpes;45.2184;5.7299;40;2024-12-07;;oui
SIT-02519;CLI-02014;Usine La Rochelle;Usine;121 impasse des Lilas;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1864;-1.1877;652;2017-12-30;;oui
SIT-02520;CLI-02014;Entrepôt Toulon;Entrepôt;117 rue du Commerce;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.1408;5.9212;1886;2020-12-21;;oui
SIT-02521;CLI-02014;Agence Reims;Agence;58 impasse des Lilas;51100;Reims;51454;Grand Est;49.254;4.0143;684;2018-02-12;;oui
SIT-02522;CLI-02015;Siège Toulouse;Siège;99 avenue du Général Leclerc;31000;Toulouse;31555;Occitanie;43.598;1.4035;880;2016-06-26;;oui
SIT-02523;CLI-02016;Siège Saint-Étienne;Siège;98 rue des Acacias;42000;Saint-Étienne;42218;Auvergne-Rhône-Alpes;45.4741;4.4275;1867;2024-04-25;;oui
SIT-02524;CLI-02016;Usine Carcassonne;Usine;132 boulevard Victor Hugo;11000;Carcassonne;11069;Occitanie;43.1789;2.3452;158;2022-08-07;;oui
SIT-02525;CLI-02017;Siège Dunkerque;Siège;4 rue des Acacias;59140;Dunkerque;59183;Hauts-de-France;51.013;2.3411;804;2024-09-16;;oui
SIT-02526;CLI-02019;Siège Issy-les-Moulineaux;Siège;179 route de Bordeaux;92130;Issy-les-Moulineaux;92040;Île-de-France;48.8059;2.2853;569;2018-04-14;;oui
SIT-02527;CLI-02020;Siège Toulon;Siège;145 rue Pasteur;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.1506;5.8986;1165;2021-05-04;;oui
SIT-02528;CLI-02021;Siège Périgueux;Siège;103 rue de l’Industrie;24000;Périgueux;24322;Nouvelle-Aquitaine;45.1439;0.6853;40;2023-09-26;;oui
SIT-02529;CLI-02021;Point de vente Gap;Point de vente;47 avenue Jean Jaurès;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5913;6.0591;1180;2020-07-24;;oui
SIT-02530;CLI-02021;Entrepôt Villeurbanne;Entrepôt;50 avenue Jean Jaurès;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.792;4.8328;1217;2016-05-01;;oui
SIT-02531;CLI-02021;Point de vente Bastia;Point de vente;6 chemin des Vignes;20200;Bastia;2B033;Corse;42.6512;9.4732;1275;2025-01-21;;oui
SIT-02532;CLI-02022;Siège Colmar;Siège;23 avenue du Général Leclerc;68000;Colmar;68066;Grand Est;48.0741;7.3653;722;2023-05-26;;oui
SIT-02533;CLI-02022;Point de vente Pau;Point de vente;136 avenue Jean Jaurès;64000;Pau;64445;Nouvelle-Aquitaine;43.293;-0.416;1484;2017-01-11;;oui
SIT-02534;CLI-02023;Siège Créteil;Siège;138 rue de l’Industrie;94000;Créteil;94028;Île-de-France;48.7778;2.4711;40;2023-04-18;;oui
SIT-02535;CLI-02023;Agence Metz;Agence;29 route de Bordeaux;57000;Metz;57463;Grand Est;49.1384;6.1491;394;2020-02-10;;oui
SIT-02536;CLI-02027;Siège Versailles;Siège;158 rue de la République;78000;Versailles;78646;Île-de-France;48.7509;2.0912;970;2018-12-21;;oui
SIT-02537;CLI-02029;Siège Metz;Siège;70 avenue du Général Leclerc;57000;Metz;57463;Grand Est;49.1385;6.1536;969;2024-02-15;;oui
SIT-02538;CLI-02030;Siège Rodez;Siège;2 boulevard Victor Hugo;12000;Rodez;12202;Occitanie;44.3463;2.5989;975;2021-10-12;;oui
SIT-02539;CLI-02031;Siège Troyes;Siège;115 rue de l’Industrie;10000;Troyes;10387;Grand Est;48.2705;4.0612;1236;2024-09-14;;oui
SIT-02540;CLI-02031;Usine Périgueux;Usine;57 avenue de la Gare;24000;Périgueux;24322;Nouvelle-Aquitaine;45.1535;0.75;3300;2023-03-19;;oui
SIT-02541;CLI-02031;Entrepôt Boulogne-Billancourt;Entrepôt;64 allée des Peupliers;92100;Boulogne-Billancourt;92012;Île-de-France;48.7932;2.2631;1685;2017-06-17;;oui
SIT-02542;CLI-02031;Agence Reims;Agence;81 rue de l’Industrie;51100;Reims;51454;Grand Est;49.3022;4.0616;1593;2023-05-12;;oui
SIT-02543;CLI-02032;Siège Nevers;Siège;19 chemin des Vignes;58000;Nevers;58194;Bourgogne-Franche-Comté;47.0191;3.2054;1612;2019-05-30;;oui
SIT-02544;CLI-02032;Agence Reims;Agence;172 quai des Docks;51100;Reims;51454;Grand Est;49.2735;4.0166;994;2019-11-26;;oui
SIT-02545;CLI-02032;Point de vente Grasse;Point de vente;22 avenue du Général Leclerc;06130;Grasse;06069;Provence-Alpes-Côte d’Azur;43.6664;6.9373;491;2021-08-21;;oui
SIT-02546;CLI-02034;Siège Niort;Siège;8 rue de l’Industrie;79000;Niort;79191;Nouvelle-Aquitaine;46.3468;-0.4905;870;2022-03-02;;oui
SIT-02547;CLI-02034;Agence Rennes;Agence;124 rue de l’Industrie;35000;Rennes;35238;Bretagne;48.1185;-1.6311;1413;2016-06-29;;oui
SIT-02548;CLI-02035;Siège Rouen;Siège;163 boulevard Victor Hugo;76000;Rouen;76540;Normandie;49.4807;1.0835;2422;2020-07-05;2021-04-21;non
SIT-02549;CLI-02036;Siège Nanterre;Siège;17 rue de la République;92000;Nanterre;92050;Île-de-France;48.8895;2.2107;903;2018-03-23;;oui
SIT-02550;CLI-02039;Siège Fréjus;Siège;86 avenue du Général Leclerc;83600;Fréjus;83061;Provence-Alpes-Côte d’Azur;43.4361;6.7685;1036;2021-08-03;2023-08-04;non
SIT-02551;CLI-02039;Usine Tours;Usine;101 impasse des Lilas;37000;Tours;37261;Centre-Val de Loire;47.3601;0.6797;346;2025-04-16;;oui
SIT-02552;CLI-02039;Agence Reims;Agence;135 avenue de la Gare;51100;Reims;51454;Grand Est;49.2683;4.0517;929;2020-01-10;;oui
SIT-02553;CLI-02040;Siège Brest;Siège;65 rue des Acacias;29200;Brest;29019;Bretagne;48.4276;-4.5345;308;2018-09-16;;oui
SIT-02554;CLI-02042;Siège Meaux;Siège;127 chemin des Vignes;77100;Meaux;77284;Île-de-France;48.9673;2.8312;1795;2022-03-07;;oui
SIT-02555;CLI-02042;Usine Tarbes;Usine;84 rue des Acacias;65000;Tarbes;65440;Occitanie;43.2021;0.0505;2392;2021-05-16;;oui
SIT-02556;CLI-02043;Siège Rouen;Siège;93 place du Marché;76000;Rouen;76540;Normandie;49.4391;1.1378;40;2017-02-25;;oui
SIT-02557;CLI-02044;Siège Saint-Étienne;Siège;39 boulevard Victor Hugo;42000;Saint-Étienne;42218;Auvergne-Rhône-Alpes;45.3916;4.3711;418;2023-04-13;;oui
SIT-02558;CLI-02044;Agence Mulhouse;Agence;28 rue des Acacias;68100;Mulhouse;68224;Grand Est;47.7847;7.2975;1890;2019-10-12;;oui
SIT-02559;CLI-02044;Point de vente Grenoble;Point de vente;82 rue des Acacias;38000;Grenoble;38185;Auvergne-Rhône-Alpes;45.1538;5.7342;2056;2019-02-06;;oui
SIT-02560;CLI-02046;Siège Bourges;Siège;4 boulevard Victor Hugo;18000;Bourges;18033;Centre-Val de Loire;47.0396;2.3944;1193;2024-03-18;;oui
SIT-02561;CLI-02047;Siège Vannes;Siège;172 rue de l’Industrie;56000;Vannes;56260;Bretagne;47.6995;-2.8032;479;2022-11-05;;oui
SIT-02562;CLI-02049;Siège Agen;Siège;82 avenue du Général Leclerc;47000;Agen;47001;Nouvelle-Aquitaine;44.1545;0.5759;1380;2018-08-15;;oui
SIT-02563;CLI-02049;Agence Argenteuil;Agence;121 impasse des Lilas;95100;Argenteuil;95018;Île-de-France;48.9281;2.2132;1573;2021-07-01;;oui
SIT-02564;CLI-02050;Siège saint-malo;Siège;18 rue de l’Industrie;35400;saint-malo;35288;Bretagne;48.6123;-2.0386;40;2024-11-22;;oui
SIT-02565;CLI-02051;Siège albi;Siège;139 place du Marché;81000;albi;81004;Occitanie;43.8811;2.1283;40;2024-03-10;;oui
SIT-02566;CLI-02051;Point de vente La Roche-sur-Yon;Point de vente;58 route de Bordeaux;85000;La Roche-sur-Yon;85191;Pays de la Loire;46.6827;-1.4393;40;2017-05-28;;oui
SIT-02567;CLI-02052;Siège Tours;Siège;172 route de Bordeaux;37000;Tours;37261;Centre-Val de Loire;47.3536;0.7032;1245;2017-11-07;;oui
SIT-02568;CLI-02052;Agence Auxerre;Agence;134 boulevard Victor Hugo;89000;Auxerre;89024;Bourgogne-Franche-Comté;47.839;3.6061;955;2017-10-09;2019-06-09;non
SIT-02569;CLI-02052;Entrepôt Bastia;Entrepôt;58 chemin des Vignes;20200;Bastia;2B033;Corse;42.6578;9.434;693;2026-02-02;;oui
SIT-02570;CLI-02054;Siège Cholet;Siège;4 quai des Docks;49300;Cholet;49099;Pays de la Loire;47.0678;-0.8366;1828;2022-10-11;;oui
SIT-02571;CLI-02054;Usine Saint-Brieuc;Usine;71 impasse des Lilas;22000;Saint-Brieuc;22278;Bretagne;48.509;-2.8131;1005;2019-03-31;;oui
SIT-02572;CLI-02054;Agence La Roche-sur-Yon;Agence;117 place du Marché;85000;La Roche-sur-Yon;85191;Pays de la Loire;46.678;-1.4386;1332;2021-02-18;;oui
SIT-02573;CLI-02054;Usine Saint-Brieuc;Usine;179 impasse des Lilas;22000;Saint-Brieuc;22278;Bretagne;48.5263;-2.8073;430;2020-10-05;;oui
SIT-02574;CLI-02055;Siège Agen;Siège;112 impasse des Lilas;47000;Agen;47001;Nouvelle-Aquitaine;44.1534;0.6457;1161;2026-05-01;;oui
SIT-02575;CLI-02056;Siège Colmar;Siège;154 route de Bordeaux;68000;Colmar;68066;Grand Est;48.0498;7.3346;1027;2023-02-09;;oui
SIT-02576;CLI-02057;Siège CERGY;Siège;66 boulevard Victor Hugo;95000;CERGY;95127;Île-de-France;49.0063;2.0617;1004;2018-09-21;2022-08-08;non
SIT-02577;CLI-02057;Agence Poitiers;Agence;8 route de Bordeaux;86000;Poitiers;86194;Nouvelle-Aquitaine;46.6298;0.3183;654;2024-03-07;;oui
SIT-02578;CLI-02057;Entrepôt Troyes;Entrepôt;100 rue Pasteur;10000;Troyes;10387;Grand Est;48.3388;4.0748;1247;2024-07-11;;oui
SIT-02579;CLI-02058;Siège Salon-de-Provence;Siège;20 impasse des Lilas;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.6082;5.0577;393;2017-05-31;;oui
SIT-02580;CLI-02059;Siège Versailles;Siège;123 chemin des Vignes;78000;Versailles;78646;Île-de-France;48.8366;2.114;275;2025-05-04;2026-12-14;non
SIT-02581;CLI-02061;Siège Marseille;Siège;122 impasse des Lilas;13001;Marseille;13055;Provence-Alpes-Côte d’Azur;43.2738;5.4174;415;2020-12-09;;oui
SIT-02582;CLI-02061;Usine Saint-Quentin;Usine;118 impasse des Lilas;02100;Saint-Quentin;02691;Hauts-de-France;49.8644;3.2725;2154;2023-02-01;;oui
SIT-02583;CLI-02061;Usine Argenteuil;Usine;126 rue du Commerce;95100;Argenteuil;95018;Île-de-France;48.9414;2.2865;1205;2018-11-12;;oui
SIT-02584;CLI-02063;Siège Troyes;Siège;29 avenue Jean Jaurès;10000;Troyes;10387;Grand Est;48.3258;4.0611;1298;2023-03-14;;oui
SIT-02585;CLI-02063;Agence Perpignan;Agence;122 chemin des Vignes;66000;Perpignan;66136;Occitanie;42.6504;2.9273;663;2018-07-20;;oui
SIT-02586;CLI-02063;Entrepôt Charleville-Mézières;Entrepôt;109 avenue de la Gare;08000;Charleville-Mézières;08105;Grand Est;49.7212;4.7253;1730;2016-07-14;;oui
SIT-02587;CLI-02063;Agence Marseille;Agence;140 rue des Acacias;13001;Marseille;13055;Provence-Alpes-Côte d’Azur;43.2869;5.3934;40;2023-02-07;;oui
SIT-02588;CLI-02064;Siège Argenteuil;Siège;17 rue de l’Industrie;95100;Argenteuil;95018;Île-de-France;48.9245;2.2789;1042;2026-02-22;;oui
SIT-02589;CLI-02064;Point de vente Meaux;Point de vente;143 rue des Acacias;77100;Meaux;77284;Île-de-France;48.9662;2.9069;1290;2018-12-28;;oui
SIT-02590;CLI-02064;Agence Nice;Agence;18 rue de l’Industrie;06000;Nice;06088;Provence-Alpes-Côte d’Azur;43.7509;7.2255;40;2025-05-07;;oui
SIT-02591;CLI-02066;Siège Carcassonne;Siège;174 rue des Acacias;11000;Carcassonne;11069;Occitanie;43.1723;2.3747;623;2021-05-31;;oui
SIT-02592;CLI-02067;Siège tours;Siège;100 quai des Docks;37000;tours;37261;Centre-Val de Loire;47.3917;0.6578;81;2023-03-17;;oui
SIT-02593;CLI-02067;Usine Châteauroux;Usine;49 place du Marché;36000;Châteauroux;36044;Centre-Val de Loire;46.8341;1.6495;1267;2017-01-19;;oui
SIT-02594;CLI-02068;Siège Paris;Siège;87 place du Marché;75001;Paris;75056;Île-de-France;48.853;2.3196;40;2020-06-13;;oui
SIT-02595;CLI-02068;Usine Salon-de-Provence;Usine;172 avenue du Général Leclerc;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.6642;5.0909;866;2025-03-01;;oui
SIT-02596;CLI-02069;Siège ISSY-LES-MOULINEAUX;Siège;90 rue de l’Industrie;92130;ISSY-LES-MOULINEAUX;92040;Île-de-France;48.848;2.2924;940;2023-03-16;;oui
SIT-02597;CLI-02069;Agence Carcassonne;Agence;20 rue des Acacias;11000;Carcassonne;11069;Occitanie;;;443;2021-10-09;;oui
SIT-02598;CLI-02070;Siège Paris;Siège;113 rue des Acacias;75001;Paris;75056;Île-de-France;48.8277;2.3183;754;2019-10-25;;oui
SIT-02599;CLI-02070;Entrepôt Bastia;Entrepôt;56 boulevard Victor Hugo;20200;Bastia;2B033;Corse;42.7469;9.4019;499;2019-07-26;;oui
SIT-02600;CLI-02070;Agence Gap;Agence;13 rue des Acacias;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5835;6.0621;1134;2024-12-23;;oui
SIT-02601;CLI-02072;Siège Toulon;Siège;8 rue de la République;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.1654;5.9383;1166;2024-01-29;;oui
SIT-02602;CLI-02073;Siège Vannes;Siège;1 rue Pasteur;56000;Vannes;56260;Bretagne;47.6712;-2.749;1842;2017-06-27;;oui
SIT-02603;CLI-02073;Agence Créteil;Agence;40 rue du Commerce;94000;Créteil;94028;Île-de-France;48.7826;2.4877;1566;2021-07-27;2024-02-09;non
SIT-02604;CLI-02073;Point de vente Nanterre;Point de vente;1 avenue Jean Jaurès;92000;Nanterre;92050;Île-de-France;48.8934;2.2044;715;2019-06-14;;oui
SIT-02605;CLI-02074;Siège Saint-Quentin;Siège;154 chemin des Vignes;02100;Saint-Quentin;02691;Hauts-de-France;49.8703;3.2779;2053;2019-04-26;;oui
SIT-02606;CLI-02074;Entrepôt Gap;Entrepôt;177 rue de la République;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5329;6.0391;40;2019-02-16;2022-07-30;non
SIT-02607;CLI-02074;Usine Amiens;Usine;168 quai des Docks;80000;Amiens;80021;Hauts-de-France;49.87;2.2988;2603;2021-10-12;;oui
SIT-02608;CLI-02078;Siège Rodez;Siège;170 avenue de la Gare;12000;Rodez;12202;Occitanie;44.3746;2.5958;1530;2016-05-16;;oui
SIT-02609;CLI-02079;Siège Bourg-en-Bresse;Siège;55 place du Marché;01000;Bourg-en-Bresse;01053;Auvergne-Rhône-Alpes;46.2248;5.2651;859;2018-03-11;2021-05-28;non
SIT-02610;CLI-02079;Usine Clermont-Ferrand;Usine;15 impasse des Lilas;63000;Clermont-Ferrand;63113;Auvergne-Rhône-Alpes;45.798;3.1168;769;2016-05-06;;oui
SIT-02611;CLI-02081;Siège Brest;Siège;125 allée des Peupliers;29200;Brest;29019;Bretagne;48.409;-4.4847;1414;2017-09-10;;oui
SIT-02612;CLI-02082;Siège Issy-les-Moulineaux;Siège;82 allée des Peupliers;92130;Issy-les-Moulineaux;92040;Île-de-France;48.8232;2.2737;1588;2018-10-26;;oui
