id_ticket;id_client;id_contact;canal;categorie;priorite;date_ouverture;date_cloture;delai_resolution_h;satisfaction;agent
TIC-005310;CLI-01718;;Courriel;Facturation;normale;2024-10-21;2024-10-22;45;4;Léa Durand
TIC-005311;CLI-01140;CTC-002260;Courriel;Demande d’information;haute;2024-08-21;2024-08-22;24;5;Sébastien Mercier
TIC-005312;CLI-00802;;Agence;Réclamation;basse;2026-02-22;2026-02-25;82;4;Maxime Muller
TIC-005313;CLI-00066;CTC-006740;Formulaire web;Facturation;normale;2024-07-05;2024-07-08;92;4;Jérôme Blanc
TIC-005314;CLI-00004;;Courriel;Livraison;normale;2026-04-28;2026-04-30;49;5;Thomas Morel
TIC-005315;CLI-02107;CTC-003959;Courriel;Facturation;normale;2024-03-28;2024-03-28;17;3;Thomas Morel
TIC-005316;CLI-00622;;Formulaire web;Réclamation;normale;2025-08-27;2025-08-29;60;2;Fanny Clément
TIC-005317;CLI-01294;;Courriel;Retour;normale;2025-01-06;2025-01-06;21;4;Catherine Dumont
TIC-005318;CLI-02250;CTC-006356;Téléphone;Demande d’information;haute;2025-06-24;2025-06-26;53;4;Thomas Morel
TIC-005319;CLI-02376;;Courriel;Livraison;normale;2026-09-01;2026-09-02;24;3;Camille Bertrand
TIC-005320;CLI-00026;;Téléphone;Facturation;normale;2024-08-12;2024-08-14;57;5;Catherine Dumont
TIC-005321;CLI-00578;CTC-001007;Formulaire web;Facturation;normale;2024-05-09;;;;Vincent Richard
TIC-005322;CLI-01721;;Téléphone;Réclamation;critique;2024-04-05;2024-04-05;2;5;Alexandre Chevalier
TIC-005323;CLI-01685;CTC-004702;Courriel;Demande d’information;normale;2024-03-29;2024-03-30;42;4;Alain Morel
TIC-005324;CLI-00452;;Courriel;Retour;normale;2024-12-08;2024-12-10;57;5;Vincent Richard
TIC-005325;CLI-01047;CTC-003734;Téléphone;Livraison;basse;2024-09-23;;;;Sébastien Mercier
TIC-005326;CLI-00874;;Formulaire web;Produit défectueux;normale;2024-06-09;2024-06-11;50;5;Vincent Richard
TIC-005327;CLI-01872;CTC-004247;Téléphone;Livraison;normale;2024-11-23;2024-11-24;42;5;Virginie Henry
TIC-005328;CLI-00347;;Courriel;Réclamation;normale;2025-05-31;2025-06-02;59;1;Julie Dubois
TIC-005329;CLI-01375;;Agence;Demande d’information;basse;2025-05-22;2025-05-24;58;5;Sébastien Mercier
TIC-005330;CLI-01693;;Agence;Produit défectueux;normale;2025-09-19;2025-09-20;40;5;Pauline Durand
TIC-005331;CLI-01002;CTC-003165;Agence;Retour;normale;2024-07-21;2024-07-24;78;3;Manon Michel
TIC-005332;CLI-00659;;Formulaire web;Demande d’information;haute;2023-10-01;2023-10-02;36;3;Alain Morel
TIC-005333;CLI-01738;CTC-005037;Agence;Réclamation;normale;2026-02-05;2026-02-05;1;4;Sébastien Mercier
TIC-005334;CLI-01822;;Courriel;Livraison;haute;2025-06-26;2025-06-27;39;3;Catherine Dumont
TIC-005335;CLI-00349;CTC-004697;Courriel;Demande d’information;basse;2026-02-16;2026-02-16;1;4;Alexandre Chevalier
TIC-005336;CLI-01180;;Courriel;Réclamation;normale;2025-09-21;2025-09-24;90;4;Alain Morel
TIC-005337;CLI-00091;CTC-003440;Formulaire web;Facturation;normale;2025-06-18;2025-06-18;1;4;Pauline Durand
TIC-005338;CLI-02500;CTC-006398;Agence;Livraison;normale;2023-11-02;2023-11-03;44;2;Catherine Dumont
TIC-005339;CLI-01955;;Formulaire web;Demande d’information;basse;2024-03-16;2024-03-20;99;4;Fanny Clément
TIC-005340;CLI-01785;;Courriel;Retour;basse;2026-08-21;2026-08-21;2;4;Alexandre Chevalier
TIC-005341;CLI-02095;;Agence;Demande d’information;haute;2024-09-03;2024-09-03;12;4;Pauline Durand
TIC-005342;CLI-02236;CTC-006768;Courriel;Facturation;normale;2025-09-07;2025-09-07;16;5;Thomas Morel
TIC-005343;CLI-01704;CTC-002134;Courriel;Retour;haute;2025-04-05;2025-04-07;71;4;Pauline Durand
TIC-005344;CLI-01460;CTC-002084;Formulaire web;Demande d’information;critique;2025-02-11;2025-02-11;1;3;Fanny Clément
TIC-005345;CLI-01480;CTC-003374;Formulaire web;Demande d’information;haute;2026-03-05;2026-03-08;74;4;Franck Lefebvre
TIC-005346;CLI-00959;CTC-002776;Agence;Produit défectueux;normale;2024-07-16;2024-07-16;21;5;Catherine Chevalier
TIC-005347;CLI-00609;CTC-001806;Formulaire web;Réclamation;basse;2026-09-03;2026-09-04;31;5;Vincent Richard
TIC-005348;CLI-00377;;Téléphone;Réclamation;normale;2024-12-22;2024-12-25;80;10;Alain Morel
TIC-005349;CLI-00228;;Agence;Livraison;basse;2024-12-23;2024-12-25;69;4;Jérôme Blanc
TIC-005350;CLI-00238;CTC-004938;Formulaire web;Livraison;haute;2026-06-14;2026-06-14;14;5;Virginie Henry
TIC-005351;CLI-02489;;Formulaire web;Retour;haute;2024-03-19;2024-03-20;30;4;Catherine Dumont
TIC-005352;CLI-01836;CTC-004570;Courriel;Facturation;normale;2024-07-04;2024-07-07;78;5;Virginie Henry
TIC-005353;CLI-00346;CTC-005993;Courriel;Réclamation;basse;2023-12-31;2023-12-31;1;5;Jérôme Blanc
TIC-005354;CLI-02176;CTC-004902;Formulaire web;Livraison;normale;2024-05-10;2024-05-13;88;4;Alain Morel
TIC-005355;CLI-00730;;Agence;Facturation;normale;2025-07-28;;;;Manon Michel
TIC-005356;CLI-00666;CTC-003871;Courriel;Retour;normale;2026-06-26;2026-06-28;55;2;Camille Bertrand
TIC-005357;CLI-00731;CTC-002885;Téléphone;Réclamation;basse;2024-05-22;2024-05-24;51;3;Léa Durand
TIC-005358;CLI-02403;CTC-002549;Agence;Retour;normale;2025-07-26;2025-07-26;20;3;Alain Morel
TIC-005359;CLI-01476;CTC-003055;Formulaire web;Livraison;normale;2024-09-22;2024-09-22;20;3;Manon Michel
TIC-005360;CLI-01077;CTC-005438;Agence;Produit défectueux;basse;2026-06-26;2026-06-27;36;5;Vincent Richard
TIC-005361;CLI-00949;CTC-004336;Agence;Retour;haute;2025-03-08;2025-03-11;77;5;Jérôme Blanc
TIC-005362;CLI-01755;CTC-002315;Formulaire web;Réclamation;normale;2023-12-14;2023-12-16;59;5;Franck Lefebvre
TIC-005363;CLI-00797;;Courriel;Réclamation;normale;2024-08-07;2024-08-10;72;5;Franck Lefebvre
TIC-005364;CLI-00469;;Courriel;Réclamation;normale;2024-01-25;2024-01-28;90;3;Maxime Muller
TIC-005365;CLI-00973;;Courriel;Facturation;normale;2026-05-02;2026-05-02;1;5;Jérôme Blanc
TIC-005366;CLI-01873;CTC-001628;Agence;Produit défectueux;normale;2025-12-29;2025-12-31;56;3;Jérôme Blanc
TIC-005367;CLI-01714;;Courriel;Facturation;normale;2026-03-29;2026-03-29;1;3;Fanny Clément
TIC-005368;CLI-00175;CTC-007412;Formulaire web;Facturation;normale;2024-12-23;2024-12-25;56;5;Léa Durand
TIC-005369;CLI-01257;CTC-002489;Téléphone;Produit défectueux;normale;2026-07-27;2026-07-27;9;3;Jérôme Blanc
TIC-005370;CLI-01835;;Courriel;Réclamation;normale;2025-10-02;2025-10-04;56;3;Thomas Morel
TIC-005371;CLI-01408;;Courriel;Livraison;haute;2025-02-20;2025-02-20;23;1;Sébastien Mercier
TIC-005372;CLI-00756;CTC-006544;Courriel;Demande d’information;normale;2025-01-25;2025-01-26;29;1;Nathalie Michel
TIC-005373;CLI-01354;CTC-007472;Courriel;Réclamation;haute;2026-05-08;;;;Jérôme Blanc
TIC-005374;CLI-00712;CTC-004184;Agence;Livraison;normale;2026-01-04;2026-01-05;29;5;Franck Lefebvre
TIC-005375;CLI-00262;CTC-002844;Courriel;Livraison;normale;2023-09-24;2023-09-26;68;5;Manon Michel
TIC-005376;CLI-02229;CTC-004666;Agence;Demande d’information;normale;2024-06-19;2024-06-23;102;2;Catherine Chevalier
TIC-005377;CLI-02192;;Agence;Facturation;basse;2024-07-16;2024-07-17;44;4;Camille Bertrand
TIC-005378;CLI-02438;;Formulaire web;Produit défectueux;normale;2025-03-11;2025-03-11;14;5;Virginie Henry
TIC-005379;CLI-01037;CTC-001678;Formulaire web;Réclamation;haute;2024-08-31;;;;Virginie Henry
TIC-005380;CLI-00470;CTC-000750;Formulaire web;Facturation;normale;2025-01-15;;;;Alain Morel
TIC-005381;CLI-02338;CTC-001127;Téléphone;Réclamation;normale;2025-01-12;2025-01-03;23;4;Sébastien Mercier
TIC-005382;CLI-00474;CTC-002054;Courriel;Facturation;normale;2026-02-10;2026-02-10;6;5;Pauline Durand
TIC-005383;CLI-02258;CTC-003559;Agence;Demande d’information;normale;2025-12-20;2025-12-21;24;2;Franck Lefebvre
TIC-005384;CLI-02438;CTC-003197;Formulaire web;Demande d’information;haute;2025-08-29;2025-08-29;8;5;Alexandre Chevalier
TIC-005385;CLI-01715;;Téléphone;Demande d’information;basse;2025-06-29;2025-06-29;21;4;Nathalie Michel
TIC-005386;CLI-00662;CTC-007636;Courriel;Demande d’information;normale;2023-11-06;2023-11-06;7;4;Maxime Muller
TIC-005387;CLI-00972;;Formulaire web;Facturation;normale;2025-03-30;2025-04-01;63;2;Nathalie Michel
TIC-005388;CLI-02090;CTC-002424;Téléphone;Produit défectueux;normale;2024-10-13;2024-10-15;62;5;Virginie Henry
TIC-005389;CLI-01822;;Agence;Facturation;normale;2025-07-22;;;;Léa Durand
TIC-005390;CLI-01326;CTC-007656;Formulaire web;Retour;normale;2024-09-12;2024-09-12;9;3;Fanny Clément
TIC-005391;CLI-00426;CTC-007760;Courriel;Livraison;normale;2024-09-02;2024-09-05;77;3;Maxime Muller
TIC-005392;CLI-01676;CTC-000787;Formulaire web;Produit défectueux;basse;2025-06-24;2025-06-26;60;5;Virginie Henry
TIC-005393;CLI-00372;CTC-004728;Courriel;Demande d’information;normale;2024-12-02;2024-12-04;60;4;Sébastien Mercier
TIC-005394;CLI-00720;CTC-005563;Formulaire web;Demande d’information;normale;2023-12-25;2023-12-26;46;5;Jérôme Blanc
TIC-005395;CLI-00982;CTC-007860;Agence;Produit défectueux;basse;2024-07-20;2024-07-21;40;3;Manon Michel
TIC-005396;CLI-00681;CTC-001744;Formulaire web;Produit défectueux;normale;2025-01-25;;;;Maxime Muller
TIC-005397;CLI-01840;CTC-003312;Formulaire web;Demande d’information;normale;2023-10-01;2023-10-03;61;4;Manon Michel
TIC-005398;CLI-02459;CTC-002049;Téléphone;Réclamation;normale;2025-12-22;2025-12-22;6;4;Sébastien Mercier
TIC-005399;CLI-00261;;Courriel;Livraison;haute;2025-12-23;2025-12-26;91;3;Pauline Durand
TIC-005400;CLI-01552;CTC-006637;Courriel;Réclamation;basse;2025-09-13;2025-09-13;8;5;Camille Bertrand
TIC-005401;CLI-00888;CTC-005006;Formulaire web;Retour;normale;2025-11-16;2025-11-16;20;4;Sébastien Mercier
TIC-005402;CLI-01476;CTC-003055;Agence;Facturation;critique;2024-11-15;2024-11-16;27;4;Jérôme Blanc
TIC-005403;CLI-00084;CTC-003928;Agence;Retour;normale;2025-09-03;;;;Pauline Durand
TIC-005404;CLI-00702;CTC-004532;Formulaire web;Facturation;critique;2025-09-03;2025-09-03;1;3;Fanny Clément
TIC-005405;CLI-01100;;Téléphone;Demande d’information;haute;2024-02-27;2024-03-01;90;4;Catherine Dumont
TIC-005406;CLI-00951;;Courriel;Demande d’information;normale;2024-04-19;2024-04-21;64;5;Franck Lefebvre
TIC-005407;CLI-02232;;Téléphone;Produit défectueux;normale;2025-12-02;2025-12-03;42;5;Léa Durand
TIC-005408;CLI-00908;CTC-002850;Agence;Demande d’information;critique;2025-01-29;2025-01-30;24;2;Léa Durand
TIC-005409;CLI-00670;CTC-007973;Téléphone;Retour;basse;2024-09-15;;;;Catherine Chevalier
TIC-005410;CLI-00272;;Agence;Réclamation;normale;2025-09-12;2025-09-13;27;5;Nathalie Michel
TIC-005411;CLI-00224;CTC-006945;Courriel;Retour;normale;2025-12-14;2025-12-14;3;4;Alexandre Chevalier
TIC-005412;CLI-00924;CTC-001645;Téléphone;Retour;normale;2023-10-17;2023-10-18;43;2;Vincent Richard
TIC-005413;CLI-02200;CTC-002136;Téléphone;Réclamation;normale;2025-02-20;2025-02-20;17;4;Maxime Muller
TIC-005414;CLI-01572;;Téléphone;Retour;haute;2026-01-28;2026-01-29;40;3;Manon Michel
TIC-005415;CLI-01030;CTC-001652;Téléphone;Demande d’information;normale;2025-11-05;2025-11-06;47;5;Léa Durand
TIC-005416;CLI-00632;CTC-004754;Agence;Livraison;normale;2025-03-21;2025-03-22;32;4;Pauline Durand
TIC-005417;CLI-00059;;Courriel;Facturation;normale;2025-06-11;2025-06-14;73;3;Julie Dubois
TIC-005418;CLI-01319;;Téléphone;Retour;normale;2024-11-10;;;;Manon Michel
TIC-005419;CLI-01113;;Formulaire web;Produit défectueux;normale;2026-05-12;;;;Julie Dubois
TIC-005420;CLI-00986;;Courriel;Réclamation;haute;2025-08-21;2025-08-22;25;5;Virginie Henry
TIC-005421;CLI-00128;CTC-005326;Courriel;Réclamation;haute;2025-11-21;2025-11-21;5;5;Julie Dubois
TIC-005422;CLI-00406;;Formulaire web;Retour;critique;2025-02-27;;;;Maxime Muller
TIC-005423;CLI-00215;CTC-006067;Formulaire web;Facturation;basse;2024-10-11;2024-10-12;41;5;Fanny Clément
TIC-005424;CLI-01488;CTC-004954;Téléphone;Demande d’information;basse;2024-11-20;2024-11-20;1;4;Thomas Morel
TIC-005425;CLI-00381;CTC-003579;Agence;Retour;normale;2026-01-08;2026-01-09;43;5;Alain Morel
TIC-005426;CLI-00272;;Formulaire web;Réclamation;haute;2026-05-16;2026-05-17;28;2;Alexandre Chevalier
TIC-005427;CLI-00660;CTC-006680;Téléphone;Demande d’information;basse;2024-02-20;2024-02-22;51;4;Franck Lefebvre
TIC-005428;CLI-02031;CTC-000585;Formulaire web;Retour;normale;2024-07-13;2024-07-14;45;4;Pauline Durand
TIC-005429;CLI-00892;;Formulaire web;Livraison;normale;2026-06-09;2026-06-10;39;2;Nathalie Michel
TIC-005430;CLI-02366;CTC-004685;Courriel;Réclamation;normale;2025-08-28;2025-08-28;1;3;Maxime Muller
TIC-005431;CLI-01192;CTC-000557;Agence;Produit défectueux;haute;2024-07-15;2024-07-18;85;4;Vincent Richard
TIC-005432;CLI-00973;;Courriel;Demande d’information;basse;2024-03-23;2024-03-26;73;5;Thomas Morel
TIC-005433;CLI-01022;CTC-005722;Formulaire web;Produit défectueux;haute;2023-11-19;2023-11-19;22;4;Catherine Chevalier
TIC-005434;CLI-02211;CTC-002002;Formulaire web;Retour;haute;2024-03-03;2024-03-04;45;2;Camille Bertrand
TIC-005435;CLI-01307;CTC-001157;Agence;Facturation;haute;2026-03-28;2026-03-30;68;5;Alexandre Chevalier
TIC-005436;CLI-00965;;Courriel;Demande d’information;normale;2025-04-21;2025-04-23;71;5;Camille Bertrand
TIC-005437;CLI-01117;;Formulaire web;Réclamation;normale;2025-02-02;;;;Catherine Dumont
TIC-005438;CLI-01562;;Courriel;Réclamation;haute;2025-07-04;2025-06-19;11;2;Maxime Muller
TIC-005439;CLI-01596;CTC-005040;Agence;Réclamation;normale;2026-07-09;2026-07-10;25;5;Fanny Clément
TIC-005440;CLI-02259;;Formulaire web;Facturation;haute;2026-06-19;2026-06-19;2;5;Alain Morel
TIC-005441;CLI-00808;CTC-006125;Agence;Réclamation;normale;2024-03-24;2024-03-27;90;5;Sébastien Mercier
TIC-005442;CLI-00069;CTC-007293;Courriel;Réclamation;normale;2026-07-26;2026-07-28;55;4;Vincent Richard
TIC-005443;CLI-01505;;Téléphone;Retour;normale;2023-10-11;2023-10-11;1;4;Manon Michel
TIC-005444;CLI-02257;CTC-005192;Agence;Demande d’information;normale;2024-10-30;2024-10-31;27;4;Franck Lefebvre
TIC-005445;CLI-02428;;Courriel;Réclamation;haute;2024-12-12;;;;Alain Morel
TIC-005446;CLI-02209;CTC-006791;Agence;Produit défectueux;normale;2025-01-15;;;;Manon Michel
TIC-005447;CLI-00010;CTC-007823;Téléphone;Produit défectueux;normale;2025-10-01;2025-10-02;24;2;Catherine Chevalier
TIC-005448;CLI-01298;;Agence;Facturation;basse;2025-10-02;2025-10-03;40;2;Virginie Henry
TIC-005449;CLI-00416;CTC-005735;Agence;Demande d’information;normale;2024-09-24;2024-09-27;72;5;Julie Dubois
TIC-005450;CLI-01811;CTC-001721;Agence;Facturation;basse;2024-04-17;2024-04-19;53;5;Maxime Muller
TIC-005451;CLI-01058;CTC-006914;Téléphone;Livraison;basse;2026-05-04;2026-05-05;29;4;Franck Lefebvre
TIC-005452;CLI-02431;CTC-004399;Formulaire web;Produit défectueux;basse;2025-01-21;2025-01-21;9;5;Franck Lefebvre
TIC-005453;CLI-02169;CTC-002800;Téléphone;Retour;normale;2024-04-15;2024-04-15;1;4;Nathalie Michel
TIC-005454;CLI-00906;;Courriel;Livraison;normale;2025-01-10;2025-01-11;42;1;Pauline Durand
TIC-005455;CLI-00777;CTC-006029;Courriel;Retour;normale;2024-09-01;2024-09-02;34;4;Pauline Durand
TIC-005456;CLI-00170;CTC-004305;Formulaire web;Produit défectueux;basse;2026-03-12;;;;Nathalie Michel
TIC-005457;CLI-00912;CTC-005956;Agence;Facturation;haute;2024-06-26;2024-06-27;33;5;Jérôme Blanc
TIC-005458;CLI-00901;CTC-006326;Courriel;Demande d’information;basse;2025-04-24;2025-04-24;14;5;Alexandre Chevalier
TIC-005459;CLI-02163;;Courriel;Demande d’information;normale;2026-07-05;2026-07-07;49;4;Catherine Chevalier
TIC-005460;CLI-00986;;Téléphone;Retour;normale;2025-08-09;2025-08-11;58;5;Virginie Henry
TIC-005461;CLI-00868;;Téléphone;Facturation;basse;2024-03-06;2024-03-09;92;4;Pauline Durand
TIC-005462;CLI-00322;CTC-002135;Formulaire web;Réclamation;critique;2025-11-25;2025-11-25;1;5;Alain Morel
TIC-005463;CLI-02176;CTC-003131;Formulaire web;Demande d’information;basse;2024-02-16;;;;Sébastien Mercier
TIC-005464;CLI-01325;CTC-004263;Agence;Demande d’information;critique;2025-12-04;2025-12-04;1;4;Alain Morel
TIC-005465;CLI-00764;CTC-006367;Formulaire web;Produit défectueux;normale;2026-02-23;2026-02-24;45;4;Maxime Muller
TIC-005466;CLI-02276;;Agence;Facturation;haute;2024-01-16;;;;Nathalie Michel
TIC-005467;CLI-02331;CTC-003947;Agence;Facturation;haute;2025-01-19;2025-01-22;73;2;Pauline Durand
TIC-005468;CLI-00890;CTC-002349;Formulaire web;Livraison;normale;2025-02-16;;;;Catherine Chevalier
TIC-005469;CLI-02392;CTC-000604;Téléphone;Retour;normale;2025-09-06;2025-09-10;96;5;Virginie Henry
TIC-005470;CLI-02353;CTC-007325;Formulaire web;Réclamation;haute;2026-08-07;;;;Alain Morel
TIC-005471;CLI-00203;CTC-005811;Formulaire web;Réclamation;haute;2025-10-12;2025-10-14;69;4;Franck Lefebvre
TIC-005472;CLI-00865;CTC-005664;Courriel;Livraison;normale;2023-12-27;2023-12-26;58;4;Franck Lefebvre
TIC-005473;CLI-00065;;Courriel;Demande d’information;normale;2024-07-19;2024-07-21;50;3;Alexandre Chevalier
TIC-005474;CLI-02482;;Formulaire web;Produit défectueux;basse;2026-04-19;2026-04-19;1;5;Thomas Morel
TIC-005475;CLI-00477;;Agence;Produit défectueux;basse;2025-04-26;2025-04-28;51;5;Camille Bertrand
TIC-005476;CLI-00119;CTC-005595;Téléphone;Produit défectueux;haute;2024-06-28;;;;Jérôme Blanc
TIC-005477;CLI-02392;CTC-000604;Téléphone;Livraison;normale;2025-01-21;2025-01-22;45;3;Fanny Clément
TIC-005478;CLI-00704;CTC-002362;Courriel;Livraison;basse;2025-09-26;2025-09-27;35;3;Alexandre Chevalier
TIC-005479;CLI-02358;CTC-000725;Agence;Réclamation;basse;2024-05-16;2024-05-20;113;2;Vincent Richard
TIC-005480;CLI-01734;;Formulaire web;Réclamation;normale;2024-08-03;2024-08-04;30;4;Fanny Clément
TIC-005481;CLI-00007;CTC-005010;Courriel;Réclamation;critique;2025-06-05;2025-06-05;15;4;Camille Bertrand
TIC-005482;CLI-01812;CTC-007785;Courriel;Demande d’information;normale;2024-12-18;2024-12-20;65;3;Franck Lefebvre
TIC-005483;CLI-01613;;Courriel;Réclamation;critique;2024-07-16;2024-07-17;42;2;Sébastien Mercier
TIC-005484;CLI-00231;;Courriel;Facturation;critique;2024-04-05;2024-04-05;1;4;Fanny Clément
TIC-005485;CLI-01584;CTC-004281;Formulaire web;Réclamation;haute;2025-10-31;2025-11-01;32;1;Alain Morel
TIC-005486;CLI-01272;;Agence;Produit défectueux;normale;2025-09-05;2025-09-05;1;2;Catherine Dumont
TIC-005487;CLI-00478;CTC-003914;Formulaire web;Retour;basse;2026-07-19;2026-07-20;33;5;Franck Lefebvre
TIC-005488;CLI-01287;CTC-000025;Formulaire web;Réclamation;normale;2026-03-20;2026-03-20;14;5;Vincent Richard
TIC-005489;CLI-02104;;Téléphone;Livraison;normale;2025-03-04;2025-03-07;73;4;Vincent Richard
TIC-005490;CLI-00738;CTC-000472;Téléphone;Produit défectueux;basse;2026-04-06;2026-04-06;1;3;Virginie Henry
TIC-005491;CLI-00709;;Agence;Facturation;haute;2025-10-15;2025-10-17;56;2;Alexandre Chevalier
TIC-005492;CLI-00821;CTC-003736;Téléphone;Facturation;basse;2024-12-13;;;;Alexandre Chevalier
TIC-005493;CLI-01816;;Courriel;Facturation;normale;2024-08-17;2024-08-20;80;5;Pauline Durand
TIC-005494;CLI-02308;;Courriel;Facturation;basse;2024-05-30;2024-05-31;44;2;Alain Morel
TIC-005495;CLI-00717;;Courriel;Réclamation;normale;2024-09-08;2024-09-10;58;5;Catherine Dumont
TIC-005496;CLI-01798;;Téléphone;Facturation;critique;2024-08-08;2024-08-09;25;2;Fanny Clément
TIC-005497;CLI-01701;CTC-005750;Téléphone;Retour;normale;2026-05-15;2026-05-19;96;1;Catherine Dumont
TIC-005498;CLI-01868;;Courriel;Demande d’information;normale;2024-07-31;2024-07-31;3;4;Julie Dubois
TIC-005499;CLI-01973;CTC-004024;Formulaire web;Retour;basse;2025-02-07;2025-02-07;13;4;Catherine Chevalier
TIC-005500;CLI-01026;CTC-005302;Agence;Livraison;normale;2024-06-07;2024-06-11;102;5;Nathalie Michel
TIC-005501;CLI-01738;CTC-007600;Agence;Retour;basse;2025-09-09;2025-09-09;12;5;Maxime Muller
TIC-005502;CLI-01979;CTC-006050;Courriel;Réclamation;critique;2025-09-11;2025-09-05;1;3;Pauline Durand
TIC-005503;CLI-02284;;Courriel;Facturation;normale;2023-12-13;;;;Virginie Henry
TIC-005504;CLI-01321;CTC-005254;Formulaire web;Demande d’information;haute;2026-05-25;;;;Vincent Richard
TIC-005505;CLI-00766;;Formulaire web;Produit défectueux;haute;2025-02-03;;;;Sébastien Mercier
TIC-005506;CLI-02377;CTC-007287;Téléphone;Demande d’information;basse;2025-04-12;2025-04-12;21;5;Pauline Durand
TIC-005507;CLI-01332;CTC-000161;Agence;Livraison;haute;2026-03-15;2026-03-17;62;5;Julie Dubois
TIC-005508;CLI-01111;CTC-007933;Agence;Demande d’information;haute;2026-05-30;2026-05-31;25;1;Catherine Dumont
TIC-005509;CLI-01892;CTC-002277;Formulaire web;Livraison;haute;2026-04-30;2026-04-30;2;5;Manon Michel
TIC-005510;CLI-00845;CTC-002457;Téléphone;Retour;normale;2024-03-08;2024-03-08;19;1;Fanny Clément
TIC-005511;CLI-01760;CTC-004909;Agence;Livraison;haute;2024-07-16;2024-07-16;4;5;Franck Lefebvre
TIC-005512;CLI-00990;CTC-000838;Courriel;Demande d’information;normale;2025-05-24;2025-05-24;5;3;Camille Bertrand
TIC-005513;CLI-02186;CTC-003204;Téléphone;Facturation;normale;2023-12-24;2023-12-25;25;4;Thomas Morel
TIC-005514;CLI-00469;;Agence;Livraison;haute;2026-02-25;2026-03-01;96;5;Julie Dubois
TIC-005515;CLI-02110;;Formulaire web;Facturation;normale;2024-12-29;2024-12-31;62;3;Maxime Muller
TIC-005516;CLI-00729;CTC-004897;Téléphone;Produit défectueux;normale;2025-05-05;2025-05-05;11;3;Julie Dubois
TIC-005517;CLI-01972;CTC-006297;Téléphone;Livraison;normale;2025-09-24;2025-09-25;32;4;Camille Bertrand
TIC-005518;CLI-00947;;Agence;Facturation;normale;2023-11-05;2023-11-07;50;2;Fanny Clément
TIC-005519;CLI-00227;;Téléphone;Facturation;haute;2024-03-14;;;;Sébastien Mercier
TIC-005520;CLI-01673;;Formulaire web;Facturation;critique;2024-10-03;2024-10-03;1;5;Maxime Muller
TIC-005521;CLI-01149;;Téléphone;Réclamation;critique;2026-03-12;2026-03-14;49;5;Vincent Richard
TIC-005522;CLI-01628;;Agence;Produit défectueux;normale;2025-04-03;2025-04-04;41;4;Jérôme Blanc
TIC-005523;CLI-00104;;Courriel;Retour;haute;2025-07-02;2025-07-03;31;2;Jérôme Blanc
TIC-005524;CLI-00851;CTC-004819;Formulaire web;Réclamation;normale;2026-04-13;2026-04-15;70;2;Catherine Dumont
TIC-005525;CLI-01512;CTC-004805;Agence;Produit défectueux;normale;2025-06-25;2025-06-26;47;3;Alain Morel
TIC-005526;CLI-02236;CTC-007684;Agence;Produit défectueux;haute;2025-10-14;2025-10-17;86;5;Alexandre Chevalier
TIC-005527;CLI-00141;CTC-004713;Agence;Retour;normale;2026-05-29;2026-05-31;53;5;Thomas Morel
TIC-005528;CLI-00418;CTC-003651;Agence;Produit défectueux;normale;2025-08-30;2025-08-31;39;4;Sébastien Mercier
TIC-005529;CLI-00647;CTC-007331;Agence;Retour;normale;2025-10-03;2025-10-05;55;2;Léa Durand
TIC-005530;CLI-01953;CTC-004548;Formulaire web;Retour;normale;2026-08-06;2026-08-06;1;5;Franck Lefebvre
TIC-005531;CLI-00513;;Téléphone;Retour;normale;2024-11-16;2024-11-18;65;2;Virginie Henry
TIC-005532;CLI-00798;;Formulaire web;Facturation;normale;2025-10-13;2025-10-14;41;5;Catherine Dumont
TIC-005533;CLI-01660;;Agence;Produit défectueux;normale;2024-04-26;2024-04-27;39;3;Pauline Durand
TIC-005534;CLI-01193;CTC-007153;Courriel;Produit défectueux;normale;2026-02-23;2026-02-26;72;5;Catherine Chevalier
TIC-005535;CLI-00974;CTC-001648;Téléphone;Livraison;normale;2026-07-30;;;;Franck Lefebvre
TIC-005536;CLI-02438;CTC-001582;Courriel;Livraison;haute;2023-09-22;2023-09-24;54;4;Virginie Henry
TIC-005537;CLI-01606;CTC-003991;Formulaire web;Produit défectueux;normale;2026-08-14;2026-08-14;18;2;Julie Dubois
TIC-005538;CLI-00730;CTC-007457;Formulaire web;Réclamation;normale;2025-08-05;2025-08-06;35;4;Vincent Richard
TIC-005539;CLI-00166;CTC-007716;Téléphone;Facturation;basse;2023-12-16;2023-12-18;54;4;Nathalie Michel
TIC-005540;CLI-00159;CTC-004708;Agence;Livraison;basse;2024-01-29;2024-01-29;20;5;Manon Michel
TIC-005541;CLI-02210;CTC-003546;Formulaire web;Retour;haute;2026-03-22;2026-03-25;74;4;Pauline Durand
TIC-005542;CLI-02277;CTC-006129;Formulaire web;Produit défectueux;basse;2024-05-18;2024-05-21;77;4;Camille Bertrand
TIC-005543;CLI-01619;CTC-005105;Courriel;Produit défectueux;normale;2025-12-16;2025-12-17;41;5;Manon Michel
TIC-005544;CLI-00646;CTC-007918;Agence;Livraison;critique;2024-02-12;2024-02-12;1;5;Franck Lefebvre
TIC-005545;CLI-01940;CTC-007686;Courriel;Réclamation;normale;2025-01-15;2025-01-15;4;5;Maxime Muller
TIC-005546;CLI-01429;CTC-002405;Téléphone;Retour;normale;2024-06-20;2024-06-20;1;5;Camille Bertrand
