id_facture;numero;id_commande;id_client;date_facture;date_echeance;date_reglement;montant_ht;montant_ttc;statut_reglement;mode_reglement
FAC-017495;FAC-2026-017495;CMD-018238;CLI-00440;2026-01-03;2026-02-02;2026-01-23;29.18;35.02;payée;Carte
FAC-017496;FAC-2025-017496;CMD-018239;CLI-01490;2025-12-24;2026-01-23;2026-01-04;6341.47;7609.76;payée;Chèque
FAC-017497;FAC-2025-017497;CMD-018240;CLI-01667;2025-12-24;2026-01-23;2026-01-06;17355.1;20826.12;payée;Chèque
FAC-017498;FAC-2026-017498;CMD-018241;CLI-02035;2026-01-01;2026-01-31;2026-02-14;15028.8;18034.56;payée;Chèque
FAC-017499;FAC-2025-017499;CMD-018242;CLI-01751;2025-12-31;2026-01-30;;478;573.6;en retard;Chèque
FAC-017500;FAC-2025-017500;CMD-018243;CLI-02332;2025-12-23;2026-01-22;2026-01-23;10079.14;12094.97;payée;Chèque
FAC-017501;FAC-2025-017501;CMD-018245;CLI-00885;2025-12-29;2026-01-28;2026-01-18;37745;45294;payée;Chèque
FAC-017502;FAC-2026-017502;CMD-018246;CLI-01664;2026-01-06;2026-02-05;2026-02-10;12226.72;14672.06;payée;Virement
FAC-017503;FAC-2025-017503;CMD-018247;CLI-02344;2025-12-24;2026-01-23;2026-01-16;6975.06;8370.07;payée;Virement
FAC-017504;FAC-2026-017504;CMD-018248;CLI-01749;2026-01-07;2026-02-06;2026-01-27;3321.37;3985.64;payée;Virement
FAC-017505;FAC-2025-017505;CMD-018249;CLI-01321;2025-12-28;2026-01-27;2026-01-27;16.81;20.17;payée;Virement
FAC-017506;FAC-2025-017506;CMD-018250;CLI-00111;2025-12-30;2026-01-29;2026-01-10;5170.7;6204.84;payée;Chèque
FAC-017507;FAC-2026-017507;CMD-018251;CLI-01738;2026-01-05;2026-02-04;2026-01-26;7755.92;9307.1;payée;Virement
FAC-017508;FAC-2025-017508;CMD-018252;CLI-00356;2025-12-27;2026-01-26;2026-01-16;1138.92;1366.7;payée;Prélèvement
FAC-017509;FAC-2026-017509;CMD-018253;CLI-00818;2026-01-10;2026-02-09;2026-01-27;10093.52;12112.22;payée;Virement
FAC-017510;FAC-2026-017510;CMD-018254;CLI-01650;2026-01-13;2026-02-12;;6569.48;7883.38;en retard;Prélèvement
FAC-017511;FAC-2026-017511;CMD-018255;CLI-00201;2026-01-01;2026-01-31;2026-02-10;14721.68;17666.02;payée;Prélèvement
FAC-017512;FAC-2026-017512;CMD-018256;CLI-00204;2026-01-05;2026-02-04;2026-03-11;3131.96;3758.35;payée;Carte
FAC-017513;FAC-2026-017513;CMD-018257;CLI-00328;2026-01-09;2026-02-08;2026-03-14;32.54;39.05;payée;Carte
FAC-017514;FAC-2025-017514;CMD-018258;CLI-00848;2025-12-29;2026-01-28;2026-02-25;438.31;525.97;payée;Carte
FAC-017515;FAC-2025-017515;CMD-018259;CLI-01777;2025-12-24;2026-01-23;2026-01-20;24370.85;29245.02;payée;Carte
FAC-017516;FAC-2025-017516;CMD-018260;CLI-02003;2025-12-30;2026-01-29;2026-02-16;9423.31;11307.97;payée;Carte
FAC-017517;FAC-2026-017517;CMD-018261;CLI-02012;2026-01-02;2026-02-01;;318.84;382.61;en retard;Prélèvement
FAC-017518;FAC-2025-017518;CMD-018262;CLI-01329;2025-12-31;2026-01-30;2026-01-21;12943.4;15532.08;payée;Prélèvement
FAC-017519;FAC-2026-017519;CMD-018263;CLI-00478;2026-01-06;2026-02-05;2026-01-28;3227.9;3873.48;payée;Prélèvement
FAC-017520;FAC-2026-017520;CMD-018264;CLI-00491;2026-01-06;2026-02-05;2026-02-02;9991.13;11989.36;payée;Virement
FAC-017521;FAC-2026-017521;CMD-018265;CLI-01982;2026-01-05;2026-02-04;2026-01-18;19063.86;22876.63;payée;Chèque
FAC-017522;FAC-2026-017522;CMD-018266;CLI-01182;2026-01-02;2026-02-01;2026-01-29;3775.58;4530.7;payée;Carte
FAC-017523;FAC-2026-017523;CMD-018267;CLI-00030;2026-01-05;2026-02-04;2026-01-31;1120.79;1344.95;payée;Chèque
FAC-017524;FAC-2025-017524;CMD-018268;CLI-02279;2025-12-24;2026-01-23;2026-02-02;2058.46;2470.15;payée;Carte
FAC-017525;FAC-2025-017525;CMD-998169;CLI-02249;2025-12-29;2026-01-28;;14400.4;17280.48;en retard;Chèque
FAC-017526;FAC-2026-017526;CMD-018270;CLI-02442;2026-01-01;2026-01-31;2026-01-31;2075.89;2491.07;payée;Carte
FAC-017527;FAC-2025-017527;CMD-018271;CLI-02112;2025-12-31;2026-01-30;2026-03-26;13016.32;15619.58;payée;Prélèvement
FAC-017528;FAC-2025-017528;CMD-018272;CLI-01867;2025-12-31;2026-01-30;2026-01-30;278;333.6;payée;Virement
FAC-017529;FAC-2026-017529;CMD-018273;CLI-01062;2026-01-07;2026-02-06;2026-01-20;2800.62;3360.74;payée;Virement
FAC-017530;FAC-2026-017530;CMD-018274;CLI-02062;2026-01-02;2026-02-01;2026-01-26;493.17;591.8;payée;Chèque
FAC-017531;FAC-2026-017531;CMD-018275;CLI-00803;2026-01-12;2026-02-11;2026-02-10;186.78;224.14;payée;Carte
FAC-017532;FAC-2026-017532;CMD-018276;CLI-01397;2026-01-03;2026-02-02;2026-01-18;2384.59;2861.51;payée;Chèque
FAC-017533;FAC-2025-017533;CMD-018277;CLI-00935;2025-12-31;2026-01-30;2026-01-20;10260.77;12312.92;payée;Carte
FAC-017534;FAC-2026-017534;CMD-018278;CLI-02399;2026-01-02;2026-02-01;2026-01-26;197.68;237.22;payée;Virement
FAC-017535;FAC-2026-017535;CMD-018279;CLI-01771;2026-01-04;2026-02-03;2026-02-20;1267.72;1521.26;payée;Virement
FAC-017536;FAC-2026-017536;CMD-018280;CLI-00897;2026-01-11;2026-02-10;;2827.31;3392.77;en retard;Prélèvement
FAC-017537;FAC-2025-017537;CMD-018281;CLI-02239;2025-12-30;2026-01-29;2026-02-06;6821.49;8185.79;payée;Carte
FAC-017538;FAC-2025-017538;CMD-018282;CLI-01715;2025-12-31;2026-01-30;2026-02-02;2.37;2.84;payée;Chèque
FAC-017539;FAC-2025-017539;CMD-018283;CLI-01846;2025-12-24;2026-01-23;2026-01-03;369.05;442.86;payée;Virement
FAC-017540;FAC-2026-017540;CMD-018284;CLI-02225;2026-01-10;2026-02-09;2026-01-29;113.03;135.64;payée;Prélèvement
FAC-017541;FAC-2026-017541;CMD-018285;CLI-00097;2026-01-09;2026-02-08;2026-01-29;522.91;627.49;payée;Carte
FAC-017542;FAC-2026-017542;CMD-018286;CLI-01286;2026-01-01;2026-01-31;2026-01-28;246.54;295.85;payée;Carte
FAC-017543;FAC-2026-017543;CMD-018287;CLI-00686;2026-01-11;2026-02-10;2026-02-04;16947.24;20336.69;payée;Prélèvement
FAC-017544;FAC-2026-017544;CMD-018288;CLI-01402;2026-01-04;2026-02-03;2026-02-03;38676.77;46412.12;payée;Chèque
FAC-017545;FAC-2025-017545;CMD-018290;CLI-01233;2025-12-25;2026-01-24;2026-01-14;369.33;443.2;payée;Carte
FAC-017546;FAC-2026-017546;CMD-018291;CLI-00945;2026-01-07;2026-02-06;2026-01-19;5795.9;6955.08;payée;Carte
FAC-017547;FAC-2025-017547;CMD-018292;CLI-00739;2025-12-29;2026-01-28;2026-01-09;2823.66;3388.39;payée;Carte
FAC-017548;FAC-2025-017548;CMD-018293;CLI-01814;2025-12-27;2026-01-26;2026-01-30;2056.62;2467.94;payée;Carte
FAC-017549;FAC-2026-017549;CMD-018294;CLI-01000;2026-01-07;2026-02-06;2026-02-20;540.75;648.9;payée;Virement
FAC-017550;FAC-2025-017550;CMD-018295;CLI-00495;2025-12-28;2026-01-27;2026-01-21;3985.33;4782.4;payée;Virement
FAC-017551;FAC-2026-017551;CMD-018296;CLI-01102;2026-01-04;2026-02-03;2026-04-13;493.39;592.07;payée;Virement
FAC-017552;FAC-2025-017552;CMD-018297;CLI-00547;2025-12-25;2026-01-24;;12600.07;15120.08;en retard;Virement
FAC-017553;FAC-2026-017553;CMD-018298;CLI-00502;2026-01-08;2026-02-07;2026-02-02;16410.14;19692.17;payée;Virement
FAC-017554;FAC-2025-017554;CMD-018299;CLI-01806;2025-12-25;2026-01-24;2026-01-05;1000.32;1200.38;payée;Prélèvement
FAC-017555;FAC-2026-017555;CMD-018301;CLI-01208;2026-01-11;2026-02-10;2026-01-28;347.69;417.23;payée;Carte
FAC-017556;FAC-2025-017556;CMD-018302;CLI-02342;2025-12-30;2026-01-29;2026-01-20;578.4;694.08;payée;Carte
FAC-017557;FAC-2026-017557;CMD-018303;CLI-01614;2026-01-11;2026-02-10;2026-01-29;12231.87;14678.24;payée;Prélèvement
FAC-017558;FAC-2026-017558;CMD-018305;CLI-02281;2026-01-12;2026-02-11;2026-02-06;5380.76;6456.91;payée;Chèque
FAC-017559;FAC-2026-017559;CMD-018306;CLI-01003;2026-01-06;2026-02-05;2026-01-28;2511.83;3014.2;payée;Virement
FAC-017560;FAC-2026-017560;CMD-018307;CLI-02036;2026-01-04;2026-02-03;;1808.59;2170.31;en retard;Chèque
FAC-017561;FAC-2025-017561;CMD-018308;CLI-01499;2025-12-31;2026-01-30;;14078.68;16894.42;en retard;Chèque
FAC-017562;FAC-2025-017562;CMD-018309;CLI-00298;2025-12-29;2026-01-28;2026-02-05;4612.08;5534.5;payée;Chèque
FAC-017563;FAC-2025-017563;CMD-018310;CLI-00638;2025-12-27;2026-01-26;2026-04-12;202.94;243.53;payée;Prélèvement
FAC-017564;FAC-2025-017564;CMD-018311;CLI-01765;2025-12-27;2026-01-26;2026-02-02;106.88;128.26;payée;Chèque
FAC-017565;FAC-2026-017565;CMD-018312;CLI-01794;2026-01-08;2026-02-07;2026-02-21;1036.01;1243.21;payée;Carte
FAC-017566;FAC-2026-017566;CMD-018313;CLI-02040;2026-01-04;2026-02-03;2026-02-01;1894.83;2273.8;payée;Chèque
FAC-017567;FAC-2025-017567;CMD-018314;CLI-01629;2025-12-28;2026-01-27;;3074.44;3689.33;en retard;Chèque
FAC-017568;FAC-2025-017568;CMD-018315;CLI-01131;2025-12-31;2026-01-30;2026-01-22;94.94;113.93;payée;Prélèvement
FAC-017569;FAC-2025-017569;CMD-018316;CLI-00770;2025-12-29;2026-01-28;2026-01-10;6203.51;7444.21;payée;Virement
FAC-017570;FAC-2025-017570;CMD-018317;CLI-00959;2025-12-28;2026-01-27;;58.89;70.67;en retard;Carte
FAC-017571;FAC-2026-017571;CMD-018318;CLI-01241;2026-01-09;2026-02-08;2026-02-15;23.05;27.66;payée;Carte
FAC-017572;FAC-2026-017572;CMD-018319;CLI-00755;2026-01-03;2026-02-02;2026-01-26;405.65;486.78;payée;Virement
FAC-017573;FAC-2026-017573;CMD-018320;CLI-00794;2026-01-01;2026-01-31;;3804.16;4564.99;en retard;Carte
FAC-017574;FAC-2026-017574;CMD-018322;CLI-00133;2026-01-06;2026-02-05;;16467.48;19760.98;en retard;Virement
FAC-017575;FAC-2025-017575;CMD-018323;CLI-02019;2025-12-29;2026-01-28;2026-03-25;216.99;260.39;payée;Virement
FAC-017576;FAC-2026-017576;CMD-018324;CLI-02241;2026-01-08;2026-02-07;2026-01-30;24.86;29.83;payée;Virement
FAC-017577;FAC-2026-017577;CMD-018325;CLI-00122;2026-01-12;2026-02-11;2026-02-08;298.7;358.44;payée;Carte
FAC-017578;FAC-2025-017578;CMD-018326;CLI-02364;2025-12-27;2026-01-26;2026-01-21;859.49;1031.39;payée;Virement
FAC-017579;FAC-2026-017579;CMD-018327;CLI-00918;2026-01-09;2026-02-08;2026-02-08;1498.7;1798.44;payée;Carte
FAC-017580;FAC-2026-017580;CMD-018328;CLI-01658;2026-01-13;2026-02-12;2026-02-16;333.65;400.38;payée;Carte
FAC-017581;FAC-2026-017581;CMD-018329;CLI-00595;2026-01-09;2026-02-08;2026-01-20;1638.64;1966.37;payée;Carte
FAC-017582;FAC-2026-017582;CMD-018330;CLI-01244;2026-01-08;2026-02-07;2026-01-24;4261.18;5113.42;payée;Chèque
FAC-017583;FAC-2026-017583;CMD-018331;CLI-01038;2026-01-01;2026-01-31;;14205.82;17046.98;en retard;Chèque
FAC-017584;FAC-2026-017584;CMD-018332;CLI-00925;2026-01-13;2026-02-12;2026-01-29;141.02;169.22;payée;Carte
FAC-017585;FAC-2025-017585;CMD-018335;CLI-00444;2025-12-31;2026-01-30;2026-01-17;24230.85;29077.02;payée;Chèque
FAC-017586;FAC-2026-017586;CMD-018336;CLI-00825;2026-01-07;2026-02-06;2026-01-27;193.95;232.74;payée;Prélèvement
FAC-017587;FAC-2026-017587;CMD-018337;CLI-01022;2026-01-13;2026-02-12;2026-01-31;10977.31;13172.77;payée;Virement
FAC-017588;FAC-2026-017588;CMD-018338;CLI-02366;2026-01-16;2026-02-15;2026-01-28;7394.36;8873.23;payée;Chèque
FAC-017589;FAC-2026-017589;CMD-018339;CLI-00344;2026-01-12;2026-02-11;2026-01-30;3698.78;4438.54;payée;Chèque
FAC-017590;FAC-2026-017590;CMD-018340;CLI-01891;2026-01-16;2026-02-15;2026-02-06;1385.08;1662.1;payée;Prélèvement
FAC-017591;FAC-2026-017591;CMD-018341;CLI-00011;2026-01-10;2026-02-09;2026-02-04;1006.72;1208.06;payée;Chèque
FAC-017592;FAC-2026-017592;CMD-018342;CLI-00701;2026-01-03;2026-02-02;2026-01-19;4463.63;5356.36;payée;Carte
FAC-017593;FAC-2026-017593;CMD-018343;CLI-01259;2026-01-04;2026-02-03;2026-03-08;7149;8578.8;payée;Carte
FAC-017594;FAC-2026-017594;CMD-018344;CLI-01988;2026-01-05;2026-02-04;2026-02-03;14796.45;17755.74;payée;Carte
FAC-017595;FAC-2026-017595;CMD-018345;CLI-00130;2026-01-13;2026-02-12;2026-02-10;861.59;1033.91;payée;Chèque
FAC-017596;FAC-2026-017596;CMD-018346;CLI-02331;2026-01-16;2026-02-15;2026-02-14;3176.76;3812.11;payée;Chèque
FAC-017597;FAC-2026-017597;CMD-018347;CLI-01077;2026-01-06;2026-02-05;2026-03-15;45841.99;55010.39;payée;Carte
FAC-017598;FAC-2026-017598;CMD-018348;CLI-02332;2026-01-14;2026-02-13;2026-01-27;988.15;1185.78;payée;Chèque
FAC-017599;FAC-2026-017599;CMD-018349;CLI-01092;2026-01-05;2026-02-04;;429.07;514.88;en retard;Chèque
FAC-017600;FAC-2026-017600;CMD-018351;CLI-01577;2026-01-01;2026-01-31;2026-01-12;20261.9;24314.28;payée;Virement
FAC-017601;FAC-2026-017601;CMD-018352;CLI-01319;2026-01-05;2026-02-04;2026-02-03;3028.81;3634.57;payée;Chèque
FAC-017602;FAC-2026-017602;CMD-018353;CLI-01390;2026-01-08;2026-02-07;2026-01-29;2033.44;2440.13;payée;Chèque
FAC-017603;FAC-2026-017603;CMD-018354;CLI-02077;2026-01-02;2026-02-01;2026-01-17;506.38;607.66;payée;Carte
FAC-017604;FAC-2026-017604;CMD-018355;CLI-00316;2026-01-14;2026-02-13;2026-02-11;10005.87;12007.04;payée;Chèque
FAC-017605;FAC-2026-017605;CMD-018356;CLI-00274;2026-01-02;2026-02-01;2026-01-26;1876.07;2251.28;payée;Virement
FAC-017606;FAC-2025-017606;CMD-018358;CLI-01574;2025-12-31;2026-01-30;2026-01-18;3080.9;3697.08;payée;Chèque
FAC-017607;FAC-2026-017607;CMD-018359;CLI-00747;2026-01-13;2026-02-12;2026-04-03;13254.39;15905.27;payée;Chèque
FAC-017608;FAC-2026-017608;CMD-018360;CLI-00512;2026-01-09;2026-02-08;;98.87;118.64;en retard;Carte
FAC-017609;FAC-2026-017609;CMD-018361;CLI-01438;2026-01-14;2026-02-13;2026-02-23;524.12;628.94;payée;Carte
FAC-017610;FAC-2026-017610;CMD-994008;CLI-01953;2026-01-15;2026-02-14;2026-04-26;8256.95;9908.34;payée;Prélèvement
FAC-017611;FAC-2026-017611;CMD-018363;CLI-00166;2026-01-07;2026-02-06;;1869.9;2243.88;en retard;Carte
FAC-017612;FAC-2026-017612;CMD-018364;CLI-01377;2026-01-12;2026-02-11;2026-01-30;683.8;820.56;payée;Prélèvement
FAC-017613;FAC-2026-017613;CMD-018365;CLI-00234;2026-01-17;2026-02-16;2026-02-15;1077.56;1293.07;payée;Prélèvement
FAC-017614;FAC-2026-017614;CMD-018366;CLI-00352;2026-01-04;2026-02-03;2026-02-05;18.48;22.18;payée;Chèque
FAC-017615;FAC-2026-017615;CMD-993548;CLI-01553;2026-01-10;2026-02-09;;24501.66;29401.99;en retard;Prélèvement
FAC-017616;FAC-2026-017616;CMD-018368;CLI-01986;2026-01-14;2026-02-13;2026-02-10;102.33;122.8;payée;Carte
FAC-017617;FAC-2025-017617;CMD-018370;CLI-00952;2025-12-29;2026-01-28;2026-02-27;117.81;141.37;payée;Virement
FAC-017618;FAC-2025-017618;CMD-018371;CLI-01059;2025-12-30;2026-01-29;2026-01-14;8987.33;10784.8;payée;Prélèvement
FAC-017619;FAC-2026-017619;CMD-018372;CLI-01307;2026-01-13;2026-02-12;2026-03-01;210.24;252.29;payée;Carte
FAC-017620;FAC-2026-017620;CMD-018373;CLI-01821;2026-01-17;2026-02-16;2026-02-07;4470.08;5364.1;payée;Prélèvement
FAC-017621;FAC-2026-017621;CMD-018374;CLI-00049;2026-01-02;2026-02-01;2026-01-25;2022.8;2427.36;payée;Carte
FAC-017622;FAC-2026-017622;CMD-018375;CLI-00197;2026-01-10;2026-02-09;2026-02-01;5923.43;7108.12;payée;Virement
FAC-017623;FAC-2026-017623;CMD-018376;CLI-01458;2026-01-14;2026-02-13;2026-02-11;559.18;671.02;payée;Prélèvement
FAC-017624;FAC-2026-017624;CMD-018377;CLI-00404;2026-01-10;2026-02-09;2026-02-01;172.03;206.44;payée;Virement
FAC-017625;FAC-2025-017625;CMD-018378;CLI-01998;2025-12-31;2026-01-30;2026-03-07;2408.66;2890.39;payée;Prélèvement
FAC-017626;FAC-2025-017626;CMD-018379;CLI-00901;2025-12-28;2026-01-27;;6318.55;7582.26;en retard;Virement
FAC-017627;FAC-2025-017627;CMD-018380;CLI-01295;2025-12-31;2026-01-30;2026-01-22;3826.6;4591.92;payée;Chèque
FAC-017628;FAC-2026-017628;CMD-018381;CLI-01011;2026-01-04;2026-02-03;2026-02-11;6949.35;8339.22;payée;Prélèvement
FAC-017629;FAC-2026-017629;CMD-018382;CLI-01075;2026-01-01;2026-01-31;2026-01-30;9753.73;11704.48;payée;Carte
FAC-017630;FAC-2025-017630;CMD-018383;CLI-00810;2025-12-30;2026-01-29;;954.14;1144.97;en retard;Carte
FAC-017631;FAC-2026-017631;CMD-018384;CLI-02419;2026-01-07;2026-02-06;2026-01-26;1025.86;1231.03;payée;Virement
FAC-017632;FAC-2026-017632;CMD-018385;CLI-00402;2026-01-15;2026-02-14;2026-01-26;970.24;1164.29;payée;Prélèvement
FAC-017633;FAC-2026-017633;CMD-018386;CLI-02462;2026-01-04;2026-02-03;2026-01-20;2837.69;3405.23;payée;Virement
FAC-017634;FAC-2026-017634;CMD-018387;CLI-00081;2026-01-06;2026-02-05;2026-01-26;930.15;1116.18;payée;Prélèvement
FAC-017635;FAC-2026-017635;CMD-018388;CLI-01695;2026-01-02;2026-02-01;2026-01-22;20754.51;24905.41;payée;Virement
FAC-017636;FAC-2026-017636;CMD-018389;CLI-02044;2026-01-17;2026-02-16;2026-02-09;1227.67;1473.2;payée;Virement
FAC-017637;FAC-2026-017637;CMD-018390;CLI-01095;2026-01-07;2026-02-06;2026-03-24;866.62;1039.94;payée;Chèque
FAC-017638;FAC-2025-017638;CMD-018391;CLI-01022;2025-12-28;2026-01-27;2026-02-01;1893.21;2271.85;payée;Carte
FAC-017639;FAC-2025-017639;CMD-018392;CLI-00187;2025-12-31;2026-01-30;2026-01-18;242.84;291.41;payée;Carte
FAC-017640;FAC-2025-017640;CMD-018393;CLI-01768;2025-12-30;2026-01-29;2026-01-21;1646.74;1976.09;payée;Chèque
FAC-017641;FAC-2026-017641;CMD-018394;CLI-00273;2026-01-02;2026-02-01;2026-01-21;690.83;829;payée;Carte
FAC-017642;FAC-2026-017642;CMD-018395;CLI-00599;2026-01-05;2026-02-04;2026-01-21;2088.55;2506.26;payée;Chèque
FAC-017643;FAC-2025-017643;CMD-018396;CLI-01955;2025-12-31;2026-01-30;2026-01-26;708.9;850.68;payée;Chèque
FAC-017644;FAC-2025-017644;CMD-018397;CLI-01358;2025-12-29;2026-01-28;2026-02-08;3864.12;4636.94;payée;Virement
FAC-017645;FAC-2026-017645;CMD-018398;CLI-01805;2026-01-05;2026-02-04;2026-04-02;5320.35;6384.42;payée;Carte
FAC-017646;FAC-2026-017646;CMD-018399;CLI-02225;2026-01-13;2026-02-12;;11178.32;13413.98;en retard;Chèque
FAC-017647;FAC-2026-017647;CMD-018400;CLI-00584;2026-01-15;2026-02-14;2026-04-24;685.29;822.35;payée;Carte
FAC-017648;FAC-2026-017648;CMD-018401;CLI-01402;2026-01-07;2026-02-06;2026-02-01;2689.2;3227.04;payée;Chèque
FAC-017649;FAC-2026-017649;CMD-018402;CLI-01676;2026-01-10;2026-02-09;2026-02-02;10756.58;12907.9;payée;Prélèvement
FAC-017650;FAC-2026-017650;CMD-018403;CLI-01820;2026-01-10;2026-02-09;;6286.14;7543.37;en retard;Chèque
FAC-017651;FAC-2026-017651;CMD-018404;CLI-01557;2026-01-11;2026-02-10;2026-02-03;13852.7;16623.24;payée;Chèque
FAC-017652;FAC-2026-017652;CMD-018405;CLI-00480;2026-01-18;2026-02-17;2026-02-02;660.06;792.07;payée;Virement
FAC-017653;FAC-2025-017653;CMD-018406;CLI-00395;2025-12-30;2026-01-29;2026-01-29;4452.76;5343.31;payée;Carte
FAC-017654;FAC-2026-017654;CMD-018407;CLI-00359;2026-01-16;2026-02-15;2026-02-11;7.61;9.13;payée;Virement
FAC-017655;FAC-2026-017655;CMD-018408;CLI-00243;2026-01-15;2026-02-14;2026-02-14;9886.78;11864.14;payée;Chèque
FAC-017656;FAC-2026-017656;CMD-018409;CLI-01458;2026-01-15;2026-02-14;;1202.78;1443.34;en retard;Virement
FAC-017657;FAC-2026-017657;CMD-018410;CLI-02141;2026-01-05;2026-02-04;;438.36;526.03;en retard;Virement
FAC-017658;FAC-2026-017658;CMD-018411;CLI-01321;2026-01-13;2026-02-12;2026-02-11;21945.95;26335.14;payée;Prélèvement
FAC-017659;FAC-2025-017659;CMD-018412;CLI-02468;2025-12-30;2026-01-29;2026-01-11;3657.41;4388.89;payée;Virement
FAC-017660;FAC-2026-017660;CMD-018413;CLI-01382;2026-01-06;2026-02-05;2026-01-28;14563.62;17476.34;payée;Virement
FAC-017661;FAC-2026-017661;CMD-018414;CLI-00333;2026-01-01;2026-01-31;;2.84;3.41;en retard;Chèque
FAC-017662;FAC-2026-017662;CMD-018415;CLI-00760;2026-01-03;2026-02-02;2026-01-15;3633.39;4360.07;payée;Virement
FAC-017663;FAC-2026-017663;CMD-018416;CLI-01359;2026-01-04;2026-02-03;2026-01-30;3857.96;4629.55;payée;Prélèvement
FAC-017664;FAC-2026-017664;CMD-018417;CLI-00610;2026-01-12;2026-02-11;2026-02-03;138.44;166.13;payée;Prélèvement
FAC-017665;FAC-2026-017665;CMD-018418;CLI-00309;2026-01-06;2026-02-05;2026-02-07;138.78;166.54;payée;Carte
FAC-017666;FAC-2026-017666;CMD-018419;CLI-00980;2026-01-07;2026-02-06;;162.64;195.17;en retard;Chèque
FAC-017667;FAC-2026-017667;CMD-018420;CLI-01578;2026-01-10;2026-02-09;2026-02-02;2497.21;2996.65;payée;Carte
FAC-017668;FAC-2026-017668;CMD-018421;CLI-01937;2026-01-15;2026-02-14;2026-01-25;240.83;289;payée;Chèque
FAC-017669;FAC-2026-017669;CMD-018422;CLI-01605;2026-01-17;2026-02-16;;2998.1;3597.72;en retard;Prélèvement
FAC-017670;FAC-2026-017670;CMD-018423;CLI-00853;2026-01-15;2026-02-14;2026-01-27;11390.73;13668.88;payée;Virement
FAC-017671;FAC-2026-017671;CMD-018424;CLI-02101;2026-01-01;2026-01-31;2026-01-16;11389.74;13667.69;payée;Virement
FAC-017672;FAC-2026-017672;CMD-018425;CLI-01845;2026-01-08;2026-02-07;;8162.96;9795.55;en retard;Prélèvement
FAC-017673;FAC-2025-017673;CMD-018426;CLI-00744;2025-12-29;2026-01-28;2026-01-14;516.69;620.03;payée;Chèque
FAC-017674;FAC-2026-017674;CMD-018427;CLI-01498;2026-01-02;2026-02-01;2026-01-13;22.77;27.32;payée;Virement
FAC-017675;FAC-2026-017675;CMD-018428;CLI-01024;2026-01-04;2026-02-03;;1179.97;1415.96;en retard;Virement
FAC-017676;FAC-2026-017676;CMD-018429;CLI-00548;2026-01-15;2026-02-14;2026-03-03;2062.67;2475.2;payée;Prélèvement
FAC-017677;FAC-2026-017677;CMD-018430;CLI-01207;2026-01-07;2026-02-06;2026-01-20;1487.9;1785.48;payée;Prélèvement
FAC-017678;FAC-2026-017678;CMD-018431;CLI-00198;2026-01-03;2026-02-02;2026-01-28;472.42;566.9;payée;Chèque
FAC-017679;FAC-2026-017679;CMD-018432;CLI-02110;2026-01-11;2026-02-10;2026-02-06;1913.01;2295.61;payée;Virement
FAC-017680;FAC-2025-017680;CMD-018433;CLI-00066;2025-12-29;2026-01-28;2026-04-11;4041.09;4849.31;payée;Prélèvement
FAC-017681;FAC-2026-017681;CMD-018434;CLI-01415;2026-01-15;2026-02-14;2026-02-11;6605.48;7926.58;payée;Virement
FAC-017682;FAC-2026-017682;CMD-018435;CLI-02185;2026-01-06;2026-02-05;2026-01-16;15330.16;18396.19;payée;Prélèvement
FAC-017683;FAC-2025-017683;CMD-018436;CLI-02363;2025-12-31;2026-01-30;2026-02-09;5465.13;6558.16;payée;Virement
FAC-017684;FAC-2026-017684;CMD-018437;CLI-01912;2026-01-04;2026-02-03;;396.72;476.06;en retard;Virement
FAC-017685;FAC-2026-017685;CMD-018438;CLI-00876;2026-01-18;2026-02-17;;2023.93;2428.72;en retard;Prélèvement
FAC-017686;FAC-2026-017686;CMD-018439;CLI-00697;2026-01-05;2026-02-04;2026-02-08;1661.78;1994.14;payée;Virement
FAC-017687;FAC-2026-017687;CMD-018440;CLI-01250;2026-01-17;2026-02-16;2026-02-16;170.05;204.06;payée;Prélèvement
FAC-017688;FAC-2026-017688;CMD-018441;CLI-01718;2026-01-06;2026-02-05;2026-01-30;1781.29;2137.55;payée;Virement
FAC-017689;FAC-2026-017689;CMD-018442;CLI-00376;2026-01-14;2026-02-13;2026-02-12;7221.98;8666.38;payée;Prélèvement
FAC-017690;FAC-2026-017690;CMD-018443;CLI-01792;2026-01-01;2026-01-31;2026-01-12;493.72;592.46;payée;Carte
FAC-017691;FAC-2026-017691;CMD-018444;CLI-01533;2026-01-12;2026-02-11;2026-01-24;1650.4;1980.48;payée;Carte
FAC-017692;FAC-2026-017692;CMD-018445;CLI-00820;2026-01-01;2026-01-31;2026-01-24;20023.47;24028.16;payée;Carte
FAC-017693;FAC-2026-017693;CMD-018446;CLI-02488;2026-01-13;2026-02-12;2026-02-07;866.6;1039.92;payée;Chèque
FAC-017694;FAC-2026-017694;CMD-018447;CLI-02182;2026-01-18;2026-02-17;2026-02-13;4691.48;5629.78;payée;Virement
FAC-017695;FAC-2025-017695;CMD-018448;CLI-00038;2025-12-30;2026-01-29;;8767.93;10521.52;en retard;Chèque
FAC-017696;FAC-2026-017696;CMD-018449;CLI-02239;2026-01-16;2026-02-15;2026-02-25;608.96;730.75;payée;Carte
FAC-017697;FAC-2026-017697;CMD-018450;CLI-00052;2026-01-12;2026-02-11;2026-02-09;25911.33;31093.6;payée;Prélèvement
