id_commande;reference;id_client;id_site;id_commercial;canal;date_commande;date_livraison_prevue;date_livraison_reelle;statut;nombre_lignes;montant_ht;remise_pct;montant_ttc;devise
CMD-017571;C2025-017571;CLI-02166;SIT-02729;COM-0030;Agence;2025-11-26;2025-12-09;2025-12-17;livrée;6;4696.85;0;5636.22;EUR
CMD-017572;C2025-017572;CLI-02346;SIT-02942;COM-0025;Agence;2025-11-26;2025-12-01;2025-12-08;livrée;4;849.42;2;1019.3;EUR
CMD-017573;C2025-017573;CLI-02103;SIT-02639;COM-0051;Agence;2025-11-26;2025-12-01;2025-12-02;livrée;1;263610;0;316332;EUR
CMD-017574;C2025-017574;CLI-01677;;COM-0027;Téléphone;2025-11-26;2025-12-10;2025-12-09;livrée;2;864.15;0;1036.98;EUR
CMD-017575;C2025-017575;CLI-01030;SIT-01281;COM-0011;Appel d’offres;2025-11-26;2025-12-02;2025-12-06;livrée;3;3242;10;3890.4;EUR
CMD-017576;C2025-017576;CLI-00589;SIT-00719;COM-0045;Agence;2025-11-26;2025-12-11;2025-12-15;livrée;3;5112.58;0;6135.1;EUR
CMD-017577;C2025-017577;CLI-00282;SIT-00346;COM-0052;Téléphone;2025-11-26;2025-12-08;;annulée;3;4832.97;0;5799.56;EUR
CMD-017578;C2025-017578;CLI-01522;SIT-01921;COM-0029;Partenaire;2025-11-26;2025-12-07;2025-12-18;livrée;4;3026.67;0;3632;EUR
CMD-017579;C2025-017579;CLI-00595;SIT-00730;COM-0057;Web;2025-11-26;2025-12-08;2025-12-07;livrée;1;24.12;0;28.94;EUR
CMD-017580;C2025-017580;CLI-00320;;COM-0057;Téléphone;2025-11-26;2025-12-03;2025-12-15;livrée;1;277.92;0;333.5;EUR
CMD-017581;C2025-017581;CLI-02228;SIT-02812;COM-0048;Partenaire;26/11/2025;2025-12-08;2025-12-17;livrée;1;2436.7;0;2924.04;EUR
CMD-017582;C2025-017582;CLI-01966;SIT-02456;COM-0050;Web;2025-11-27;2025-12-06;2025-12-17;livrée;5;31919.05;0;38302.86;EUR
CMD-017583;C2025-017583;CLI-02378;SIT-02986;COM-0006;Partenaire;2025-11-27;2025-12-07;2025-12-11;livrée;1;161.98;0;194.38;EUR
CMD-017584;C2025-017584;CLI-01062;;COM-0039;Web;2025-11-27;2025-12-07;2025-12-09;livrée;2;3372.62;10;4047.14;EUR
CMD-017585;C2025-017585;CLI-00367;SIT-00446;COM-0034;Appel d’offres;2025-11-27;2025-12-08;;annulée;1;522.66;0;627.19;EUR
CMD-017586;C2025-017586;CLI-00628;SIT-00765;COM-0032;Partenaire;2025-11-27;2025-12-08;2025-12-20;livrée;5;1087.65;0;1305.18;EUR
CMD-017587;C2025-017587;CLI-01929;SIT-02406;COM-0028;Web;2025-11-27;2025-11-30;2025-12-05;livrée;4;3166.69;5;3800.03;EUR
CMD-017588;C2025-017588;CLI-02111;SIT-02650;COM-0013;Agence;2025-11-27;2025-12-05;2025-12-10;livrée;2;3603.07;2;4323.68;EUR
CMD-017589;C2025-017589;CLI-02494;SIT-03132;COM-0044;Web;2025-11-27;2025-12-04;2025-12-02;livrée;1;35.46;0;42.55;EUR
CMD-017590;C2025-017590;CLI-01118;SIT-01387;COM-0011;Partenaire;2025-11-27;2025-12-10;2025-12-22;livrée;1;878.85;0;1054.62;EUR
CMD-017591;C2025-017591;CLI-02457;SIT-03092;COM-0054;Téléphone;2025-11-27;2025-12-01;2025-12-09;livrée;1;1438.7;10;1726.44;EUR
CMD-017592;C2025-017592;CLI-02492;SIT-03131;COM-0018;Web;2025-11-27;2025-12-09;2025-12-13;livrée;5;15093;5;18111.6;EUR
CMD-017593;C2025-017593;CLI-00225;SIT-00292;COM-0030;Téléphone;2025-11-27;2025-12-03;2025-12-12;livrée;2;154.04;0;184.85;EUR
CMD-017594;C2025-017594;CLI-00283;;COM-0022;Web;2025-11-27;2025-12-02;2025-12-08;livrée;2;332.01;0;398.41;EUR
CMD-017595;C2025-017595;CLI-00180;SIT-00226;COM-0046;Téléphone;2025-11-27;2025-12-01;2025-12-01;livrée;1;382.49;0;458.99;EUR
CMD-017596;C2025-017596;CLI-00049;;COM-0037;Partenaire;2025-11-27;2025-12-04;2025-12-08;livrée;2;3590.7;0;4308.84;EUR
CMD-017597;C2025-017597;CLI-01539;SIT-01940;COM-0017;Partenaire;2025-11-27;2025-12-11;2025-12-23;livrée;4;2737.6;2;3285.12;EUR
CMD-017598;C2025-017598;CLI-02074;SIT-02605;COM-0033;Téléphone;2025-11-27;2025-12-08;2025-12-19;livrée;3;483.19;0;579.83;EUR
CMD-017599;C2025-017599;CLI-00767;SIT-00938;COM-0016;Téléphone;2025-11-27;2025-12-10;2025-12-17;livrée;4;5015;0;6018;EUR
CMD-017600;C2025-017600;CLI-01148;;COM-0023;Agence;2025-11-27;2025-12-09;2025-12-21;livrée;5;18884.8;0;22661.76;EUR
CMD-017601;C2025-017601;CLI-02229;SIT-02813;COM-0024;Web;2025-11-27;2025-12-02;2025-12-10;livrée;2;4172.53;0;5007.04;EUR
CMD-017602;C2025-017602;CLI-00779;SIT-00954;COM-0013;Agence;2025-11-27;2025-12-02;2025-12-02;livrée;3;2339.74;0;2807.69;EUR
CMD-017603;C2025-017603;CLI-01095;SIT-01360;COM-0058;Web;2025-11-27;2025-11-30;2025-11-28;livrée;1;155.55;0;186.66;EUR
CMD-017604;C2025-017604;CLI-01784;SIT-02242;COM-0059;Partenaire;2025-11-27;2025-12-06;2025-12-14;livrée;3;1434.01;10;1720.81;EUR
CMD-017605;C2025-017605;CLI-01642;SIT-02066;COM-0045;Web;2025-11-27;2025-12-12;2025-12-19;livrée;5;9961.14;0;11953.37;EUR
CMD-017606;C2025-017606;CLI-02372;SIT-02980;COM-0009;Appel d’offres;2025-11-27;2025-12-03;2025-12-02;livrée;3;17009.16;0;20410.99;EUR
CMD-017607;C2025-017607;CLI-00799;SIT-00982;COM-0040;Partenaire;2025-11-27;2025-12-05;2025-12-16;livrée;3;2083.83;0;2500.6;EUR
CMD-017608;C2025-017608;CLI-01473;SIT-01852;COM-0019;Partenaire;2025-11-27;2025-12-12;2025-12-18;livrée;2;195.34;0;234.41;EUR
CMD-017609;C2025-017609;CLI-00319;SIT-00386;COM-0047;Agence;27/11/2025;2025-12-10;2025-12-13;livrée;1;6.82;0;8.18;EUR
CMD-017610;C2025-017610;CLI-01725;;COM-0059;Appel d’offres;2025-11-27;2025-12-09;2025-12-19;livrée;1;2767.7;0;3321.24;EUR
CMD-017611;C2025-017611;CLI-01967;SIT-02457;COM-0011;Appel d’offres;2025-11-27;2025-12-06;2025-12-15;livrée;6;3164.85;10;3797.82;EUR
CMD-017612;C2025-017612;CLI-01859;SIT-02320;COM-0028;Appel d’offres;2025-11-27;2025-12-02;2025-12-12;livrée;2;11284.42;0;13541.3;EUR
CMD-017613;C2025-017613;CLI-01286;SIT-01607;COM-0043;Partenaire;2025-11-27;2025-12-01;2025-12-02;livrée;2;348.88;0;418.66;EUR
CMD-017614;C2025-017614;CLI-01515;;COM-0059;Agence;2025-11-27;2025-11-30;2025-12-01;livrée;2;5587.98;2;6705.58;EUR
CMD-017615;C2025-017615;CLI-01893;;COM-0014;Téléphone;2025-11-27;2025-12-02;2025-12-08;livrée;1;26.72;5;32.06;EUR
CMD-017616;C2025-017616;CLI-01794;SIT-02247;COM-0041;Appel d’offres;2025-11-27;2025-12-12;2025-12-16;livrée;1;1134.65;5;1361.58;EUR
CMD-017617;C2025-017617;CLI-00207;SIT-00264;COM-0028;Appel d’offres;2025-11-28;2025-12-13;2025-12-12;livrée;2;3517.24;0;4220.69;EUR
CMD-017618;C2025-017618;CLI-01124;;COM-0041;Téléphone;2025-11-28;2025-12-03;2025-12-09;livrée;1;3019.45;0;3623.34;EUR
CMD-017619;C2025-017619;CLI-00991;SIT-01236;COM-0041;Appel d’offres;2025-11-28;2025-12-07;2025-12-18;livrée;4;6127.3;0;7352.76;EUR
CMD-017620;C2025-017620;CLI-00967;SIT-01200;COM-0025;Agence;2025-11-28;2025-12-03;2025-12-09;livrée;1;99.1;2;118.92;EUR
CMD-017621;C2025-017621;CLI-02328;SIT-02914;COM-0022;Agence;2025-11-28;2025-12-06;2025-11-17;livrée;1;21.25;10;25.5;EUR
CMD-017622;C2025-017622;CLI-02363;SIT-02963;COM-0012;Agence;2025-11-28;2025-12-06;2025-12-15;livrée;4;5166.99;10;6200.39;EUR
CMD-017623;C2025-017623;CLI-00759;SIT-00932;COM-0045;Appel d’offres;2025-11-28;2025-12-12;2025-12-22;livrée;1;1362.56;0;1635.07;EUR
CMD-017624;C2025-017624;CLI-01902;SIT-02371;COM-0024;Téléphone;2025-11-28;2025-12-12;2025-12-15;livrée;5;43920.01;0;52704.01;EUR
CMD-017625;C2025-017625;CLI-02368;SIT-02971;COM-0060;Partenaire;2025-11-28;2025-12-01;2025-12-06;livrée;3;355.12;2;426.14;EUR
CMD-017626;C2025-017626;CLI-00699;SIT-00861;COM-0025;Téléphone;2025-11-28;2025-12-11;2025-12-22;livrée;5;2039.03;2;2446.84;EUR
CMD-017627;C2025-017627;CLI-01129;;COM-0028;Partenaire;2025-11-28;2025-12-07;2025-12-10;livrée;2;6453.05;0;7743.66;EUR
CMD-017628;C2025-017628;CLI-01037;SIT-01288;COM-0027;Web;2025-11-28;2025-12-11;2025-12-15;livrée;2;5778.78;10;6934.54;EUR
CMD-017629;C2025-017629;CLI-01881;SIT-02352;COM-0048;Appel d’offres;2025-11-28;2025-12-10;2025-12-15;livrée;2;1621.34;0;1945.61;EUR
CMD-017630;C2025-017630;CLI-00715;SIT-00887;COM-0020;Partenaire;2025-11-28;2025-12-11;2025-12-09;livrée;4;7385.95;2;8863.14;EUR
CMD-017631;C2025-017631;CLI-01854;SIT-02317;COM-0039;Appel d’offres;2025-11-28;2025-12-10;2025-12-13;livrée;3;4411.65;10;5293.98;EUR
CMD-017632;C2025-017632;CLI-00517;SIT-00636;COM-0057;Partenaire;2025-11-28;2025-12-07;2025-12-11;livrée;5;6548.45;0;7858.14;EUR
CMD-017633;C2025-017633;CLI-00766;;COM-0049;Partenaire;2025-11-28;2025-12-03;2025-11-20;livrée;5;1491.35;0;1789.62;EUR
CMD-017634;C2025-017634;CLI-02355;SIT-02950;COM-0024;Web;2025-11-28;2025-12-12;2025-12-18;livrée;1;5696.68;0;6836.02;EUR
CMD-017635;C2025-017635;CLI-00485;;COM-0053;Agence;2025-11-28;2025-12-01;2025-12-13;livrée;3;1521.51;2;1825.81;EUR
CMD-017636;C2025-017636;CLI-01652;SIT-02079;COM-0010;Appel d’offres;2025-11-28;2025-12-05;;annulée;1;16.73;0;20.08;EUR
CMD-017637;C2025-017637;CLI-01654;SIT-02080;COM-0026;Téléphone;2025-11-28;2025-12-11;2025-12-10;livrée;1;16623.24;0;19947.89;EUR
CMD-017638;C2025-017638;CLI-00416;SIT-00504;COM-0026;Appel d’offres;28/11/2025;2025-12-09;2025-12-21;livrée;2;50.42;0;60.5;EUR
CMD-017639;C2025-017639;CLI-01458;SIT-01835;COM-0039;Appel d’offres;2025-11-28;2025-12-06;2025-12-15;livrée;3;5201.5;0;6241.8;EUR
CMD-017640;C2025-017640;CLI-02157;SIT-02716;COM-0038;Agence;2025-11-28;2025-12-09;2025-12-20;livrée;3;3331.9;0;3998.28;EUR
CMD-017641;C2025-017641;CLI-00729;SIT-00906;COM-0049;Téléphone;2025-11-28;2025-12-11;2025-12-19;livrée;3;14413.9;0;17296.68;EUR
CMD-017642;C2025-017642;CLI-02361;;COM-0043;Partenaire;2025-11-28;2025-12-01;2025-12-10;livrée;2;997.08;0;1196.5;EUR
CMD-017643;C2025-017643;CLI-00722;SIT-00896;COM-0030;Partenaire;2025-11-28;2025-12-03;2025-12-04;livrée;4;19122.75;10;22947.3;EUR
CMD-017644;C2025-017644;CLI-01138;;COM-0011;Téléphone;2025-11-28;2025-12-04;2025-12-12;livrée;1;16.9;0;20.28;EUR
CMD-017645;C2025-017645;CLI-01036;SIT-01287;COM-0011;Agence;2025-11-28;2025-12-07;2025-12-18;livrée;3;24316.67;0;29180;EUR
CMD-017646;C2025-017646;CLI-01089;SIT-01352;COM-0031;Agence;2025-11-28;2025-12-10;2025-12-10;livrée;1;100.38;0;120.46;EUR
CMD-017647;C2025-017647;CLI-01816;SIT-02271;COM-0050;Téléphone;2025-11-28;2025-12-02;2025-12-09;livrée;1;8104.63;0;9725.56;EUR
CMD-017648;C2025-017648;CLI-01030;SIT-01281;COM-0011;Agence;2025-11-28;2025-12-02;2025-12-09;livrée;4;10223.78;0;12268.54;EUR
CMD-017649;C2025-017649;CLI-00226;SIT-00293;COM-0019;Agence;28/11/2025;2025-12-08;2025-12-20;livrée;5;2217.1;0;2660.52;EUR
CMD-017650;C2025-017650;CLI-00558;SIT-00683;COM-0051;Agence;2025-11-28;2025-12-12;2025-12-21;livrée;1;61.86;0;74.23;EUR
CMD-017651;C2025-017651;CLI-00633;SIT-00773;COM-0047;Partenaire;2025-11-28;2025-12-10;2025-12-16;livrée;1;239.19;0;287.03;EUR
CMD-017652;C2025-017652;CLI-01546;SIT-01949;COM-0028;Appel d’offres;2025-11-28;2025-12-09;2025-12-12;livrée;5;5224.87;0;6269.84;EUR
CMD-017653;C2025-017653;CLI-01637;SIT-02059;COM-0056;Téléphone;2025-11-28;2025-12-01;2025-11-29;livrée;1;142.33;0;170.8;EUR
CMD-017654;C2025-017654;CLI-01985;SIT-02479;COM-0049;Web;2025-11-29;2025-12-13;2025-12-12;livrée;2;238.56;0;286.27;EUR
CMD-017655;C2025-017655;CLI-01275;SIT-01591;COM-0032;Agence;29/11/2025;2025-12-07;2025-12-15;livrée;6;42640.55;0;51168.66;EUR
CMD-017656;C2025-017656;CLI-00944;;COM-0046;Appel d’offres;2025-11-29;2025-12-11;2025-12-23;livrée;3;13733.63;0;16480.36;EUR
CMD-017657;C2025-017657;CLI-00236;SIT-00298;COM-0053;Appel d’offres;2025-11-29;2025-12-02;2025-12-03;livrée;1;2344.05;0;2812.86;EUR
CMD-017658;C2025-017658;CLI-00085;SIT-00097;COM-0044;Web;2025-11-29;2025-12-03;2025-12-05;livrée;4;3270.45;0;3924.54;EUR
CMD-017659;C2025-017659;CLI-01012;;COM-0013;Téléphone;2025-11-29;2025-12-09;2025-12-15;livrée;1;27.98;0;33.58;EUR
CMD-017660;C2025-017660;CLI-01182;;COM-0049;Téléphone;2025-11-29;2025-12-09;2025-12-13;livrée;2;32775.59;0;39330.71;EUR
CMD-017661;C2025-017661;CLI-00592;SIT-00725;COM-0056;Téléphone;2025-11-29;2025-12-13;2025-12-19;livrée;1;387.24;2;464.69;EUR
CMD-017662;C2025-017662;CLI-02494;SIT-03132;COM-0044;Téléphone;2025-11-30;2025-12-04;2025-12-05;livrée;2;380.01;0;456.01;EUR
CMD-017663;C2025-017663;CLI-00574;;COM-0015;Agence;2025-11-30;2025-12-13;2025-12-19;livrée;3;20491.13;0;24589.36;EUR
CMD-017664;C2025-017664;CLI-01879;SIT-02351;COM-0043;Agence;2025-11-30;2025-12-07;2025-12-09;livrée;3;1466.7;0;1760.04;EUR
CMD-017665;C2025-017665;CLI-00088;;COM-0020;Web;2025-11-30;2025-12-06;2025-12-16;livrée;2;354.84;10;425.81;EUR
CMD-017666;C2025-017666;CLI-00772;SIT-00945;COM-0054;Partenaire;2025-11-30;2025-12-12;2025-12-10;livrée;1;358.78;0;430.54;EUR
CMD-017667;C2025-017667;CLI-01530;;COM-0059;Agence;2025-11-30;2025-12-05;2025-12-17;livrée;2;237.94;10;285.53;EUR
CMD-017668;C2025-017668;CLI-00804;SIT-00987;COM-0045;Téléphone;2025-11-30;2025-12-11;;annulée;2;5565.6;0;6678.72;EUR
CMD-017669;C2025-017669;CLI-02395;;COM-0006;Partenaire;2025-11-30;2025-12-12;2025-12-16;livrée;1;65.95;5;79.14;EUR
CMD-017670;C2025-017670;CLI-00001;;COM-0035;Agence;2025-11-30;2025-12-05;2025-12-10;livrée;3;2462.89;0;2955.47;EUR
CMD-017671;C2025-017671;CLI-01988;SIT-02484;COM-0041;Web;2025-11-30;2025-12-05;2025-12-10;livrée;1;767.52;0;921.02;EUR
CMD-017672;C2025-017672;CLI-00184;SIT-00234;COM-0008;Appel d’offres;2025-11-30;2025-12-13;2025-12-22;livrée;1;139;0;166.8;EUR
CMD-017673;C2025-017673;CLI-00244;;COM-0006;Web;2025-11-30;2025-12-05;2025-12-06;livrée;3;9934.56;0;11921.47;EUR
CMD-017674;C2025-017674;CLI-00190;SIT-00242;COM-0049;Web;2025-11-30;2025-12-12;2025-12-13;livrée;2;472.74;0;567.29;EUR
CMD-017675;C2025-017675;CLI-02395;;COM-0006;Agence;2025-11-30;2025-12-10;2025-12-09;livrée;2;7554.96;0;9065.95;EUR
CMD-017676;C2025-017676;CLI-00248;SIT-00312;COM-0045;Téléphone;2025-12-01;2025-12-13;2025-12-13;livrée;1;33.01;0;39.61;EUR
CMD-017677;C2025-017677;CLI-01050;SIT-01304;COM-0057;Web;2025-12-01;2025-12-12;2025-12-18;LIVREE;4;1478.26;0;1773.91;EUR
CMD-017678;C2025-017678;CLI-01991;SIT-02488;COM-0059;Agence;2025-12-01;2025-12-10;2025-12-20;livrée;2;220.98;0;265.18;EUR
CMD-017679;C2025-017679;CLI-01771;SIT-02224;COM-0036;Partenaire;2025-12-01;2025-12-09;2025-12-15;livrée;5;2416.81;0;2900.17;EUR
CMD-017680;C2025-017680;CLI-00005;;COM-0013;Web;2025-12-01;2025-12-08;2025-12-18;livrée;3;892.71;0;1071.25;EUR
CMD-017681;C2025-017681;CLI-02103;SIT-02639;COM-0051;Partenaire;2025-12-01;2025-12-12;2025-12-20;livrée;3;9817.33;0;11780.8;EUR
CMD-017682;C2025-017682;CLI-02315;SIT-02904;COM-0024;Téléphone;2025-12-01;2025-12-15;2025-12-22;livrée;2;3685.39;0;4422.47;EUR
CMD-017683;C2025-017683;CLI-01867;SIT-02336;COM-0013;Partenaire;2025-12-01;2025-12-14;2025-12-22;livrée;4;3721.21;0;4465.45;EUR
CMD-017684;C2025-017684;CLI-00977;SIT-01219;COM-0024;Appel d’offres;2025-12-01;2025-12-14;2025-12-19;livrée;1;2460.77;0;2952.92;EUR
CMD-017685;C2025-017685;CLI-00284;;COM-0040;Téléphone;2025-12-01;2025-12-07;2025-12-13;livrée;1;204.71;0;245.65;EUR
CMD-017686;C2025-017686;CLI-00281;;COM-0026;Partenaire;2025-12-01;2025-12-15;2025-12-22;livrée;1;136.45;0;163.74;EUR
CMD-017687;C2025-017687;CLI-00094;SIT-00105;COM-0053;Appel d’offres;2025-12-01;2025-12-13;2025-12-22;livrée;2;2960.49;0;3552.59;EUR
CMD-017688;C2025-017688;CLI-00262;SIT-00322;COM-0036;Web;2025-12-01;2025-12-14;2025-12-17;livrée;4;847.57;0;1017.08;EUR
CMD-017689;C2025-017689;CLI-00909;SIT-01121;COM-0018;Appel d’offres;2025-12-01;2025-12-10;2025-12-12;livrée;2;280.02;5;336.02;EUR
CMD-017690;C2025-017690;CLI-00802;;COM-0038;Agence;2025-12-01;2025-12-04;2025-12-06;livrée;2;21856.93;0;26228.32;EUR
CMD-017691;C2025-017691;CLI-02037;;COM-0043;Appel d’offres;2025-12-01;2025-12-08;2025-12-17;livrée;2;1920.53;0;2304.64;EUR
CMD-017692;C2025-017692;CLI-00754;SIT-00927;COM-0013;Web;2025-12-01;2025-12-05;2025-12-06;livrée;3;1300.89;0;1561.07;EUR
CMD-017693;C2025-017693;CLI-02303;SIT-02893;COM-0011;Partenaire;2025-12-01;2025-12-13;2025-12-25;livrée;2;722.05;0;866.46;EUR
CMD-017694;C2023-001240;CLI-00853;;COM-0035;Partenaire;2025-12-01;2025-12-14;2025-12-23;livrée;2;242.18;0;290.62;EUR
CMD-017695;C2025-017695;CLI-00448;SIT-00542;COM-0020;Web;2025-12-01;2025-12-11;2025-12-21;livrée;1;75.55;2;90.66;EUR
CMD-017696;C2025-017696;CLI-01692;SIT-02126;COM-0057;Partenaire;2025-12-01;2025-12-13;2025-12-25;livrée;2;3394.67;0;4073.6;EUR
CMD-017697;C2026-019195;CLI-01891;SIT-02361;COM-0056;Agence;2025-12-01;2025-12-15;2025-12-21;livrée;1;1084.55;10;1301.46;EUR
CMD-017698;C2025-017698;CLI-01798;;COM-0031;Agence;2025-12-01;2025-12-07;;annulée;3;1244.33;0;1493.2;EUR
CMD-017699;C2025-017699;CLI-00820;SIT-01005;COM-0007;Partenaire;2025-12-01;2025-12-14;2025-12-23;livrée;2;4293.55;0;5152.26;EUR
CMD-017700;C2025-017700;CLI-01058;SIT-01309;COM-0011;Agence;2025-12-01;2025-12-08;2025-12-20;livrée;3;8835.01;0;10602.01;EUR
CMD-017701;C2025-017701;CLI-01942;SIT-02422;COM-0026;Téléphone;2025-12-01;2025-12-14;2025-12-15;livrée;2;5636.76;0;6764.11;EUR
CMD-017702;C2025-017702;CLI-02238;SIT-02822;COM-0051;Agence;2025-12-01;2025-12-12;2025-12-22;livrée;1;3879.99;0;4655.99;EUR
CMD-017703;C2025-017703;CLI-01018;SIT-01265;COM-0004;Partenaire;2025-12-01;2025-12-12;2025-12-14;livrée;2;1076.7;0;1292.04;EUR
CMD-017704;C2025-017704;CLI-01205;SIT-01502;COM-0009;Agence;2025-12-01;2025-12-08;2025-12-14;livrée;1;46.68;0;56.02;EUR
CMD-017705;C2025-017705;CLI-01107;SIT-01372;COM-0046;Agence;2025-12-02;2025-12-15;2025-12-20;livrée;1;7.59;0;9.11;EUR
CMD-017706;C2025-017706;CLI-01781;SIT-02238;COM-0052;Partenaire;2025-12-02;2025-12-13;2025-12-17;livrée;1;36.28;0;43.54;EUR
CMD-017707;C2025-017707;CLI-02280;;COM-0024;Appel d’offres;2025-12-02;2025-12-15;2025-12-27;livrée;2;609.4;0;731.28;EUR
CMD-017708;C2025-017708;CLI-00809;;COM-0001;Agence;2025-12-02;2025-12-07;2025-12-10;livrée;1;563.4;10;676.08;EUR
CMD-017709;C2025-017709;CLI-01064;SIT-01317;COM-0005;Partenaire;2025-12-02;2025-12-08;2025-12-09;livrée;5;16464.48;0;19757.38;EUR
CMD-017710;C2025-017710;CLI-01090;;COM-0031;Téléphone;2025-12-02;2025-12-16;2025-12-14;livrée;2;1407.25;10;1688.7;EUR
CMD-017711;C2025-017711;CLI-01004;SIT-01254;COM-0046;Appel d’offres;2025-12-02;2025-12-13;2025-12-15;livrée;1;72.56;5;87.07;EUR
CMD-017712;C2025-017712;CLI-01200;;COM-0026;Appel d’offres;2025-12-02;2025-12-12;2025-12-20;livrée;2;522.72;2;627.26;EUR
CMD-017713;C2025-017713;CLI-00561;SIT-00689;COM-0023;Partenaire;2025-12-02;2025-12-06;2025-12-11;livrée;1;6531.59;0;7837.91;EUR
CMD-017714;C2025-017714;CLI-01111;SIT-01375;COM-0028;Agence;2025-12-02;2025-12-17;2025-12-19;livrée;3;15913.97;0;19096.76;EUR
CMD-017715;C2025-017715;CLI-02440;SIT-03073;COM-0050;Partenaire;2025-12-02;2025-12-08;2025-12-07;livrée;2;651.16;0;781.39;EUR
CMD-017716;C2025-017716;CLI-00219;SIT-00286;COM-0039;Web;2025-12-02;2025-12-13;2025-12-17;livrée;1;270.91;0;325.09;EUR
CMD-017717;C2025-017717;CLI-00226;SIT-00293;COM-0019;Agence;2025-12-02;2025-12-12;2025-12-17;livrée;4;1279.46;2;1535.35;EUR
CMD-017718;C2025-017718;CLI-01822;;COM-0038;Web;2025-12-02;2025-12-11;2025-12-18;livrée;1;9282.82;0;11139.38;EUR
CMD-017719;C2025-017719;CLI-02089;SIT-02624;COM-0003;Appel d’offres;2025-12-02;2025-12-14;2025-12-18;livrée;3;6165.93;0;7399.12;EUR
CMD-017720;C2025-017720;CLI-02006;SIT-02504;COM-0048;Appel d’offres;2025-12-02;2025-12-15;2025-12-21;livrée;1;1258.14;5;1509.77;EUR
CMD-017721;C2025-017721;CLI-00655;SIT-00803;COM-0058;Web;2025-12-02;2025-12-07;2025-12-17;livrée;1;887.94;0;1065.53;EUR
CMD-017722;C2025-017722;CLI-01648;;COM-0043;Partenaire;2025-12-02;2025-12-17;2025-12-26;livrée;5;1717.63;0;2061.16;EUR
CMD-017723;C2025-017723;CLI-01038;;COM-0051;Web;2025-12-02;2025-12-06;2025-12-04;livrée;5;2856.96;5;3428.35;EUR
CMD-017724;C2025-017724;CLI-00371;SIT-00449;COM-0036;Agence;2025-12-02;2025-12-10;2025-12-21;livrée;2;411.24;0;493.49;EUR
CMD-017725;C2025-017725;CLI-02266;SIT-02857;COM-0018;Web;2025-12-02;2025-12-06;2025-12-18;livrée;2;975.76;2;1170.91;EUR
CMD-017726;C2025-017726;CLI-01414;SIT-01775;COM-0019;Appel d’offres;2025-12-02;2025-12-15;2025-12-20;livrée;3;1348.25;0;1617.9;EUR
CMD-017727;C2025-017727;CLI-00546;SIT-00665;COM-0029;Agence;2025-12-02;2025-12-05;2025-12-12;livrée;1;160.56;0;192.67;EUR
CMD-017728;C2025-017728;CLI-00215;SIT-00277;COM-0029;Téléphone;2025-12-02;2025-12-07;2025-12-16;livrée;5;11170.59;2;13404.71;EUR
CMD-017729;C2025-017729;CLI-00573;;COM-0020;Agence;2025-12-02;2025-12-07;2025-12-11;livrée;4;20406.86;0;24488.23;EUR
CMD-017730;C2025-017730;CLI-02110;SIT-02649;COM-0038;Appel d’offres;2025-12-02;2025-12-07;2025-12-09;livrée;4;8350.39;0;10020.47;EUR
CMD-017731;C2025-017731;CLI-02221;SIT-02802;COM-0011;Agence;2025-12-02;2025-12-08;2025-12-09;livrée;2;5054.95;0;6065.94;EUR
CMD-017732;C2025-017732;CLI-00104;SIT-00119;COM-0018;Appel d’offres;2025-12-02;2025-12-13;2025-12-20;livrée;1;9023.09;0;10827.71;EUR
CMD-017733;C2025-017733;CLI-02164;;COM-0060;Téléphone;2025-12-02;2025-12-12;2025-12-12;livrée;1;1370.97;0;1645.16;EUR
CMD-017734;C2025-017734;CLI-01247;SIT-01559;COM-0037;Appel d’offres;2025-12-02;2025-12-14;2025-12-20;livrée;1;1980.16;0;2376.19;EUR
CMD-017735;C2025-017735;CLI-02003;SIT-02502;COM-0055;Web;2025-12-03;2025-12-09;2025-12-08;livrée;3;13309.71;0;15971.65;EUR
CMD-017736;C2025-017736;CLI-01022;SIT-01270;COM-0016;Téléphone;2025-12-03;2025-12-09;2025-12-13;livrée;1;152.11;2;182.53;EUR
CMD-017737;C2025-017737;CLI-01719;SIT-02160;COM-0004;Web;2025-12-03;2025-12-17;2025-12-18;livrée;3;5938.84;0;7126.61;EUR
CMD-017738;C2025-017738;CLI-00447;SIT-00540;COM-0033;Partenaire;2025-12-03;2025-12-15;2025-12-13;livrée;2;6560.32;10;7872.38;EUR
CMD-017739;C2025-017739;CLI-02237;SIT-02819;COM-0014;Partenaire;2025-12-03;2025-12-12;2025-12-22;livrée;2;678.89;10;814.67;EUR
CMD-017740;C2025-017740;CLI-01741;SIT-02193;COM-0039;Téléphone;2025-12-03;2025-12-09;2025-12-17;livrée;1;497.7;0;597.24;EUR
CMD-017741;C2025-017741;CLI-02104;SIT-02640;COM-0052;Web;03/12/2025;2025-12-12;2025-12-10;livrée;1;994.57;0;1193.48;EUR
CMD-017742;C2025-017742;CLI-01634;SIT-02055;COM-0035;Web;2025-12-03;2025-12-13;2025-12-12;livrée;1;295.26;0;354.31;EUR
CMD-017743;C2025-017743;CLI-01626;SIT-02046;COM-0022;Téléphone;2025-12-03;2025-12-13;2025-12-19;livrée;3;233.9;0;280.68;EUR
CMD-017744;C2025-017744;CLI-00432;;COM-0033;Partenaire;2025-12-03;2025-12-07;2025-12-05;livrée;4;10349.18;10;12419.02;EUR
