id_releve;id_site;horodatage;energie_kwh;puissance_max_kw;temperature_c;qualite_mesure
REL-0024481;SIT-00003;2026-07-05 03:00:00;5.54;11.5;21.9;valide
REL-0024482;SIT-00003;2026-07-05 04:00:00;6.15;12.1;21.9;valide
REL-0024483;SIT-00003;2026-07-05 05:00:00;5.38;8.5;22.3;valide
REL-0024484;SIT-00003;2026-07-05 06:00:00;14.09;24.2;22.5;valide
REL-0024485;SIT-00003;2026-07-05 07:00:00;14.26;29.3;24.3;valide
REL-0024486;SIT-00003;2026-07-05 08:00:00;25.41;38.5;24.9;valide
REL-0024487;SIT-00003;2026-07-05 09:00:00;27.94;40.3;26.8;valide
REL-0024488;SIT-00003;2026-07-05 10:00:00;28.31;51;25.4;valide
REL-0024489;SIT-00003;2026-07-05 11:00:00;25.85;47.6;24;valide
REL-0024490;SIT-00003;2026-07-05 12:00:00;22.71;47.7;25.4;valide
REL-0024491;SIT-00003;2026-07-05 13:00:00;23.82;37.2;27.4;valide
REL-0024492;SIT-00003;2026-07-05 14:00:00;27.88;41.7;27.8;valide
REL-0024493;SIT-00003;2026-07-05 15:00:00;26.66;50.6;26.5;valide
REL-0024494;SIT-00003;2026-07-05 16:00:00;25.29;50.6;25.8;valide
REL-0024495;SIT-00003;2026-07-05 17:00:00;24.52;34.5;26.2;valide
REL-0024496;SIT-00003;2026-07-05 18:00:00;16.57;31.5;22.1;valide
REL-0024497;SIT-00003;2026-07-05 19:00:00;16.84;33.5;21.1;valide
REL-0024498;SIT-00003;2026-07-05 20:00:00;16.2;35.5;21.8;valide
REL-0024499;SIT-00003;2026-07-05 21:00:00;7.77;15.4;21.7;valide
REL-0024500;SIT-00003;2026-07-05 22:00:00;7.85;12;19;valide
REL-0024501;SIT-00003;2026-07-05 23:00:00;8.02;12.7;18.9;valide
REL-0024502;SIT-00003;2026-07-06 00:00:00;15.17;27.1;19.3;valide
REL-0024503;SIT-00003;2026-07-06 01:00:00;15.09;25.5;16.4;valide
REL-0024504;SIT-00003;2026-07-06 02:00:00;14.87;26.8;16.8;valide
REL-0024505;SIT-00003;2026-07-06 03:00:00;13.43;24.3;18.5;valide
REL-0024506;SIT-00003;2026-07-06 04:00:00;13.79;26;21.5;valide
REL-0024507;SIT-00003;2026-07-06 05:00:00;15.43;33.5;22.3;valide
REL-0024508;SIT-00003;2026-07-06 06:00:00;38.46;55.9;22.9;valide
REL-0024509;SIT-00003;2026-07-06 07:00:00;38.89;80.3;24.8;valide
REL-0024510;SIT-00003;2026-07-06 08:00:00;68.2;124.8;25.3;valide
REL-0024511;SIT-00003;2026-07-06 09:00:00;61.14;107.7;26.7;valide
REL-0024512;SIT-00003;2026-07-06 10:00:00;69.68;106.7;24.7;valide
REL-0024513;SIT-00003;2026-07-06 11:00:00;69.96;111.3;26.9;valide
REL-0024514;SIT-00003;2026-07-06 12:00:00;59.33;95.1;29;valide
REL-0024515;SIT-00003;2026-07-06 13:00:00;51.99;93.9;26.7;valide
REL-0024516;SIT-00003;2026-07-06 14:00:00;63.49;109.5;26.1;valide
REL-0024517;SIT-00003;2026-07-06 15:00:00;65.78;123.8;28.7;valide
REL-0024518;SIT-00003;2026-07-06 16:00:00;67.66;130.4;23.3;valide
REL-0024519;SIT-00003;2026-07-06 17:00:00;63.24;133.1;25.1;valide
REL-0024520;SIT-00003;2026-07-06 18:00:00;38.24;68.8;21.5;valide
REL-0024521;SIT-00003;2026-07-06 19:00:00;41.08;61.9;21.4;valide
REL-0024522;SIT-00003;2026-07-06 20:00:00;39.74;56.9;22.5;valide
REL-0024523;SIT-00003;2026-07-06 21:00:00;19.86;28.1;19;valide
REL-0024524;SIT-00003;2026-07-06 22:00:00;20.79;40.8;19;valide
REL-0024525;SIT-00003;2026-07-06 23:00:00;21.28;35.4;20.2;valide
REL-0024526;SIT-00003;2026-07-07 00:00:00;13.39;27.2;17.1;valide
REL-0024527;SIT-00003;2026-07-07 01:00:00;13.73;30.1;18.4;valide
REL-0024528;SIT-00003;2026-07-07 02:00:00;13.81;28.1;20.2;valide
REL-0024529;SIT-00003;2026-07-07 03:00:00;14.83;22.2;21.7;valide
REL-0024530;SIT-00003;2026-07-07 04:00:00;14.54;29.6;20.4;valide
REL-0024531;SIT-00003;2026-07-07 05:00:00;15.01;24.1;20.4;valide
REL-0024532;SIT-00003;2026-07-07 06:00:00;33.65;54.4;20.7;valide
REL-0024533;SIT-00003;2026-07-07 07:00:00;34.99;58.8;22.5;valide
REL-0024534;SIT-00003;2026-07-07 08:00:00;68.71;116.4;23;valide
REL-0024535;SIT-00003;2026-07-07 09:00:00;61.81;102.8;25.9;estimée
REL-0024536;SIT-00003;2026-07-07 10:00:00;64.78;102.7;26.3;valide
REL-0024537;SIT-00003;2026-07-07 11:00:00;67.67;96.4;28.3;valide
REL-0024538;SIT-00003;2026-07-07 12:00:00;55.07;84;27.2;valide
REL-0024539;SIT-00003;2026-07-07 13:00:00;54.39;105.7;27;valide
REL-0024540;SIT-00003;2026-07-07 14:00:00;70.67;150.9;27.2;valide
REL-0024541;SIT-00003;2026-07-07 15:00:00;64.09;103;24.7;valide
REL-0024542;SIT-00003;2026-07-07 16:00:00;68.78;96.7;25.4;valide
REL-0024543;SIT-00003;2026-07-07 17:00:00;68.14;108;23.9;valide
REL-0024544;SIT-00003;2026-07-07 18:00:00;41.85;77.5;22.3;valide
REL-0024545;SIT-00003;2026-07-07 19:00:00;41.07;62;20.8;valide
REL-0024546;SIT-00003;2026-07-07 20:00:00;38.84;64.8;21.9;valide
REL-0024547;SIT-00003;2026-07-07 21:00:00;20.45;36.7;20.1;valide
REL-0024548;SIT-00003;2026-07-07 22:00:00;20.61;38;17.4;valide
REL-0024549;SIT-00003;2026-07-07 23:00:00;20.72;41.4;18.2;valide
REL-0024550;SIT-00003;2026-07-08 00:00:00;14.7;27.7;18.4;valide
REL-0024551;SIT-00003;2026-07-08 01:00:00;14.51;25.6;18.9;valide
REL-0024552;SIT-00003;2026-07-08 02:00:00;15.14;26.2;19;valide
REL-0024553;SIT-00003;2026-07-08 03:00:00;15.28;22.6;19;valide
REL-0024554;SIT-00003;2026-07-08 04:00:00;14.74;25.7;22.9;valide
REL-0024555;SIT-00003;2026-07-08 05:00:00;14.04;24.5;20.4;valide
REL-0024556;SIT-00003;2026-07-08 06:00:00;37.04;68.2;21.5;valide
REL-0024557;SIT-00003;2026-07-08 07:00:00;38.11;61.7;24.2;valide
REL-0024558;SIT-00003;2026-07-08 08:00:00;65.25;124.9;24.2;valide
REL-0024559;SIT-00003;2026-07-08 09:00:00;65.09;104.2;25;valide
REL-0024560;SIT-00003;2026-07-08 10:00:00;65.45;113.9;24.8;valide
REL-0024561;SIT-00003;2026-07-08 11:00:00;65.04;101.2;27.9;valide
REL-0024562;SIT-00003;2026-07-08 12:00:00;58.66;101.8;27.2;valide
REL-0024563;SIT-00003;2026-07-08 13:00:00;52.21;83.8;26.9;valide
REL-0024564;SIT-00003;2026-07-08 14:00:00;64.49;109.8;25.7;valide
REL-0024565;SIT-00003;2026-07-08 15:00:00;66.62;136.5;24.2;valide
REL-0024566;SIT-00003;2026-07-08 16:00:00;68.76;147;24.4;valide
REL-0024567;SIT-00003;2026-07-08 17:00:00;66.8;122;21.9;valide
REL-0024568;SIT-00003;2026-07-08 18:00:00;37.59;80.4;23.8;valide
REL-0024569;SIT-00003;2026-07-08 19:00:00;36.3;74.1;21.5;valide
REL-0024570;SIT-00003;2026-07-08 20:00:00;39.62;84.9;21.2;valide
REL-0024571;SIT-00003;2026-07-08 21:00:00;20.11;39.4;19.3;valide
REL-0024572;SIT-00003;2026-07-08 22:00:00;19.77;30.4;19.4;valide
REL-0024573;SIT-00003;2026-07-08 23:00:00;18.18;31.3;15.4;valide
REL-0024574;SIT-00003;2026-07-09 00:00:00;14.73;22;19.5;valide
REL-0024575;SIT-00003;2026-07-09 01:00:00;15.43;28.7;19.5;valide
REL-0024576;SIT-00003;2026-07-09 02:00:00;13.87;20.3;19;valide
REL-0024577;SIT-00003;2026-07-09 03:00:00;14.39;31.3;18.9;valide
REL-0024578;SIT-00003;2026-07-09 04:00:00;13.85;20.1;20.2;valide
REL-0024579;SIT-00003;2026-07-09 05:00:00;13.56;28.7;21.4;valide
REL-0024580;SIT-00003;2026-07-09 06:00:00;37.61;75;22.2;valide
REL-0024581;SIT-00003;2026-07-09 07:00:00;37.33;81.9;23.9;valide
REL-0024582;SIT-00003;2026-07-09 08:00:00;70.62;142.8;26;valide
REL-0024583;SIT-00003;2026-07-09 09:00:00;62.9;136.6;29.5;valide
REL-0024584;SIT-00003;2026-07-09 10:00:00;63.77;135.3;26.2;valide
REL-0024585;SIT-00003;2026-07-09 11:00:00;67.75;108.2;25.6;valide
REL-0024586;SIT-00003;2026-07-09 12:00:00;56.73;98.2;26.4;valide
REL-0024587;SIT-00003;2026-07-09 13:00:00;52.35;108.8;26.1;valide
REL-0024588;SIT-00003;2026-07-09 14:00:00;64.48;99.5;27;valide
REL-0024589;SIT-00003;2026-07-09 15:00:00;62.88;111.7;25.9;valide
REL-0024590;SIT-00003;2026-07-09 16:00:00;65.88;109.9;25.1;valide
REL-0024591;SIT-00003;2026-07-09 17:00:00;63.31;104.1;23.6;valide
REL-0024592;SIT-00003;2026-07-09 18:00:00;39.44;59.2;24.5;valide
REL-0024593;SIT-00003;2026-07-09 19:00:00;42.09;73.9;24.6;valide
REL-0024594;SIT-00003;2026-07-09 20:00:00;38.25;57.3;21.4;valide
REL-0024595;SIT-00003;2026-07-09 21:00:00;18.55;29;18.3;valide
REL-0024596;SIT-00003;2026-07-09 22:00:00;18.95;30.8;19.4;valide
REL-0024597;SIT-00003;2026-07-09 23:00:00;19.98;29.2;19.6;valide
REL-0024598;SIT-00003;2026-07-10 00:00:00;14.6;26.1;21.7;valide
REL-0024599;SIT-00003;2026-07-10 01:00:00;13.97;19.9;19.7;valide
REL-0024600;SIT-00003;2026-07-10 02:00:00;14.95;30.4;19.3;valide
REL-0024601;SIT-00003;2026-07-10 03:00:00;15.14;32;20.7;valide
REL-0024602;SIT-00003;2026-07-10 04:00:00;15.4;32;19.8;valide
REL-0024603;SIT-00003;2026-07-10 05:00:00;14.49;27.4;22.3;valide
REL-0024604;SIT-00003;2026-07-10 06:00:00;34.27;58.3;23.2;valide
REL-0024605;SIT-00003;2026-07-10 07:00:00;39.04;66.2;27.4;valide
REL-0024606;SIT-00003;2026-07-10 08:00:00;69.39;115;26.8;valide
REL-0024607;SIT-00003;2026-07-10 09:00:00;70.99;146.5;26;valide
REL-0024608;SIT-00003;2026-07-10 10:00:00;63.48;128.5;26.4;valide
REL-0024609;SIT-00003;2026-07-10 11:00:00;71.04;114.7;26.9;valide
REL-0024610;SIT-00003;2026-07-10 12:00:00;56.24;108.9;27.9;valide
REL-0024611;SIT-00003;2026-07-10 13:00:00;57.6;105.5;26.5;valide
REL-0024612;SIT-00003;2026-07-10 14:00:00;60.66;104.4;25.7;valide
REL-0024613;SIT-00003;2026-07-10 15:00:00;66.49;136.9;27.2;valide
REL-0024614;SIT-00003;2026-07-10 16:00:00;62.6;118;24.7;valide
REL-0024615;SIT-00003;2026-07-10 17:00:00;70.19;153.6;25;valide
REL-0024616;SIT-00003;2026-07-10 18:00:00;41.45;80.4;25.3;valide
REL-0024617;SIT-00003;2026-07-10 19:00:00;37.46;81.4;21;estimée
REL-0024618;SIT-00003;2026-07-10 20:00:00;39.79;81.4;20.8;valide
REL-0024619;SIT-00003;2026-07-10 21:00:00;20.01;32.6;20.3;valide
REL-0024620;SIT-00003;2026-07-10 22:00:00;19.35;39;19.7;valide
REL-0024621;SIT-00003;2026-07-10 23:00:00;18.22;39.3;18.7;valide
REL-0024622;SIT-00003;2026-07-11 00:00:00;5.92;11.6;18.9;valide
REL-0024623;SIT-00003;2026-07-11 01:00:00;6.25;9.1;19.2;valide
REL-0024624;SIT-00003;2026-07-11 02:00:00;5.47;9.1;17.6;valide
REL-0024625;SIT-00003;2026-07-11 03:00:00;5.35;11.5;20;valide
REL-0024626;SIT-00003;2026-07-11 04:00:00;6.06;10.7;21.3;valide
REL-0024627;SIT-00003;2026-07-11 05:00:00;5.56;11.3;22.6;valide
REL-0024628;SIT-00003;2026-07-11 06:00:00;15.29;30.6;23.4;valide
REL-0024629;SIT-00003;2026-07-11 07:00:00;13.79;20.3;24.1;valide
REL-0024630;SIT-00003;2026-07-11 08:00:00;24.93;40.6;26.9;valide
REL-0024631;SIT-00003;2026-07-11 09:00:00;25.33;48.3;27.1;valide
REL-0024632;SIT-00003;2026-07-11 10:00:00;25.25;44.8;25.1;valide
REL-0024633;SIT-00003;2026-07-11 11:00:00;28.48;55;26.2;valide
REL-0024634;SIT-00003;2026-07-11 12:00:00;22.09;37.5;26.3;valide
REL-0024635;SIT-00003;2026-07-11 13:00:00;22.18;36.6;26.6;valide
REL-0024636;SIT-00003;2026-07-11 14:00:00;25.68;48.9;26.3;valide
REL-0024637;SIT-00003;2026-07-11 15:00:00;27.35;44.1;23;estimée
REL-0024638;SIT-00003;2026-07-11 16:00:00;24.34;48;24.5;valide
REL-0024639;SIT-00003;2026-07-11 17:00:00;27.29;42;25.4;valide
REL-0024640;SIT-00003;2026-07-11 18:00:00;16.61;31;24.5;valide
REL-0024641;SIT-00003;2026-07-11 19:00:00;17.04;23.9;20;valide
REL-0024642;SIT-00003;2026-07-11 20:00:00;14.57;22.5;19.7;valide
REL-0024643;SIT-00003;2026-07-11 21:00:00;8.35;18.1;17.6;valide
REL-0024644;SIT-00003;2026-07-11 22:00:00;7.79;15.7;17.6;valide
REL-0024645;SIT-00003;2026-07-11 23:00:00;7.3;14.3;19.1;valide
REL-0024646;SIT-00003;2026-07-12 00:00:00;5.44;8.7;17.4;valide
REL-0024647;SIT-00003;2026-07-12 01:00:00;5.96;9.8;17.8;valide
REL-0024648;SIT-00003;2026-07-12 02:00:00;5.9;8.4;21.5;estimée
REL-0024649;SIT-00003;2026-07-12 03:00:00;5.86;12.8;19.4;valide
REL-0024650;SIT-00003;2026-07-12 04:00:00;5.49;10.8;22.5;valide
REL-0024651;SIT-00003;2026-07-12 05:00:00;5.76;10.1;23.1;valide
REL-0024652;SIT-00003;2026-07-12 06:00:00;15.4;24.2;24.3;valide
REL-0024653;SIT-00003;2026-07-12 07:00:00;15.51;33.7;23.2;valide
REL-0024654;SIT-00003;2026-07-12 08:00:00;27.31;56.5;27.9;valide
REL-0024655;SIT-00003;2026-07-12 09:00:00;24.98;52.6;24.6;valide
REL-0024656;SIT-00003;2026-07-12 10:00:00;27.26;46.6;27.4;valide
REL-0024657;SIT-00003;2026-07-12 11:00:00;25.33;37.4;26.6;valide
REL-0024658;SIT-00003;2026-07-12 12:00:00;23.66;47;27.8;valide
REL-0024659;SIT-00003;2026-07-12 13:00:00;24;50.1;26.7;valide
REL-0024660;SIT-00003;2026-07-12 14:00:00;25.84;55.5;27.5;valide
REL-0024661;SIT-00003;2026-07-12 15:00:00;25.59;47;25.3;valide
REL-0024662;SIT-00003;2026-07-12 16:00:00;27.33;54.7;25.4;valide
REL-0024663;SIT-00003;2026-07-12 17:00:00;27.11;40.2;25.6;valide
REL-0024664;SIT-00003;2026-07-12 18:00:00;16.82;34.3;25.4;valide
REL-0024665;SIT-00003;2026-07-12 19:00:00;15.24;23.6;21.4;valide
REL-0024666;SIT-00003;2026-07-12 20:00:00;15.22;25.2;20.1;valide
REL-0024667;SIT-00003;2026-07-12 21:00:00;8.18;15.7;20.4;valide
REL-0024668;SIT-00003;2026-07-12 22:00:00;7.9;15.8;18.6;valide
REL-0024669;SIT-00003;2026-07-12 23:00:00;8.1;15.4;20.1;valide
REL-0024670;SIT-00003;2026-07-13 00:00:00;13.91;19.7;18;valide
REL-0024671;SIT-00003;2026-07-13 01:00:00;13.67;26.8;19.1;valide
REL-0024672;SIT-00003;2026-07-13 02:00:00;13.6;27.6;18.2;valide
REL-0024673;SIT-00003;2026-07-13 03:00:00;15.6;27.1;21.7;valide
REL-0024674;SIT-00003;2026-07-13 04:00:00;14.39;29.3;19.5;valide
REL-0024675;SIT-00003;2026-07-13 05:00:00;14.06;26.7;20.5;valide
REL-0024676;SIT-00003;2026-07-13 06:00:00;37.06;59.8;20.2;valide
REL-0024677;SIT-00003;2026-07-13 07:00:00;34.75;69.4;25.2;valide
REL-0024678;SIT-00003;2026-07-13 08:00:00;67.52;115.6;24.8;valide
REL-0024679;SIT-00003;2026-07-13 09:00:00;62.51;95.6;25.5;valide
REL-0024680;SIT-00003;2026-07-13 10:00:00;64.36;131.4;23.8;valide
REL-0024681;SIT-00003;2026-07-13 11:00:00;61.34;93.3;27.3;valide
REL-0024682;SIT-00003;2026-07-13 12:00:00;55.65;90.3;26.1;valide
REL-0024683;SIT-00003;2026-07-13 13:00:00;53.53;107.1;26.9;valide
REL-0024684;SIT-00003;2026-07-13 14:00:00;65.71;104.2;28.3;valide
REL-0024685;SIT-00003;2026-07-13 15:00:00;64.38;121.3;24.4;valide
REL-0024686;SIT-00003;2026-07-13 16:00:00;63.86;119;25.5;valide
REL-0024687;SIT-00003;2026-07-13 17:00:00;63.76;104;25.8;valide
REL-0024688;SIT-00003;2026-07-13 18:00:00;38.95;76.7;22;valide
REL-0024689;SIT-00003;2026-07-13 19:00:00;39.32;84.7;22.2;valide
REL-0024690;SIT-00003;2026-07-13 20:00:00;37.88;68.4;19.3;valide
REL-0024691;SIT-00003;2026-07-13 21:00:00;18.55;28.8;21.8;valide
REL-0024692;SIT-00003;2026-07-13 22:00:00;18.4;39.2;19.6;valide
REL-0024693;SIT-00003;2026-07-13 23:00:00;18.54;37.3;18.2;valide
REL-0024694;SIT-00003;2026-07-14 00:00:00;14.45;28.7;20.2;valide
REL-0024695;SIT-00003;2026-07-14 01:00:00;14.83;24.8;19.1;valide
REL-0024696;SIT-00003;2026-07-14 02:00:00;14.33;23.1;19.6;valide
REL-0024697;SIT-00003;2026-07-14 03:00:00;13.63;26;18.2;valide
REL-0024698;SIT-00003;2026-07-14 04:00:00;15.48;25.6;19.5;valide
REL-0024699;SIT-00003;2026-07-14 05:00:00;14.56;24.9;21.7;valide
REL-0024700;SIT-00003;2026-07-14 06:00:00;38.46;84.2;24.5;valide
REL-0024701;SIT-00003;2026-07-14 08:00:00;64.89;135.8;25.4;valide
REL-0024702;SIT-00003;2026-07-14 09:00:00;67.09;109.5;25.3;valide
REL-0024703;SIT-00003;2026-07-14 10:00:00;61.52;116.1;26.7;valide
REL-0024704;SIT-00003;2026-07-14 11:00:00;65.34;119.9;27.9;valide
REL-0024705;SIT-00003;2026-07-14 12:00:00;58.85;112.4;28.4;valide
REL-0024706;SIT-00003;2026-07-14 13:00:00;53.83;101.9;24.4;valide
REL-0024707;SIT-00003;2026-07-14 14:00:00;68.35;142.7;25.7;valide
REL-0024708;SIT-00003;2026-07-14 15:00:00;71.21;116.6;25.2;valide
REL-0024709;SIT-00003;2026-07-14 16:00:00;67.87;122.6;24.8;valide
REL-0024710;SIT-00003;2026-07-14 17:00:00;61.49;91.3;24.5;valide
REL-0024711;SIT-00003;2026-07-14 18:00:00;42.62;70.1;22.5;valide
REL-0024712;SIT-00003;2026-07-14 19:00:00;39.25;61.3;22.5;valide
REL-0024713;SIT-00003;2026-07-14 20:00:00;40.17;60.9;22.2;valide
REL-0024714;SIT-00003;2026-07-14 21:00:00;20.36;28.7;20.2;valide
REL-0024715;SIT-00003;2026-07-14 22:00:00;21.15;37.2;19.1;valide
REL-0024716;SIT-00003;2026-07-14 23:00:00;20.87;40.7;20.9;valide
REL-0024717;SIT-00003;2026-07-15 00:00:00;14.17;30.3;18.2;valide
REL-0024718;SIT-00003;2026-07-15 01:00:00;14.58;29.9;18.4;valide
REL-0024719;SIT-00003;2026-07-15 02:00:00;14.34;25.2;19.4;valide
REL-0024720;SIT-00003;2026-07-15 03:00:00;13.46;28.8;21.7;valide
REL-0024721;SIT-00003;2026-07-15 04:00:00;13.87;30.2;21.7;valide
REL-0024722;SIT-00003;2026-07-15 05:00:00;15.26;24.9;22.8;valide
REL-0024723;SIT-00003;2026-07-15 06:00:00;35.36;72.8;22.1;valide
REL-0024724;SIT-00003;2026-07-15 07:00:00;34.1;55.8;22.6;valide
REL-0024725;SIT-00003;2026-07-15 08:00:00;71.28;109.5;25.4;valide
REL-0024726;SIT-00003;2026-07-15 09:00:00;61.81;91.5;24.7;valide
REL-0024727;SIT-00003;2026-07-15 10:00:00;68.74;103.4;26.3;valide
REL-0024728;SIT-00003;2026-07-15 11:00:00;70.62;106.9;28.6;valide
REL-0024729;SIT-00003;2026-07-15 12:00:00;60.72;97;26.4;valide
REL-0024730;SIT-00003;2026-07-15 13:00:00;54.75;90.5;23.8;valide
REL-0024731;SIT-00003;2026-07-15 14:00:00;69.25;142.9;26.2;valide
REL-0024732;SIT-00003;2026-07-15 15:00:00;69.4;107.8;25;valide
REL-0024733;SIT-00003;2026-07-15 16:00:00;63.5;90;24.5;valide
REL-0024734;SIT-00003;2026-07-15 17:00:00;66.13;109.5;25.5;valide
REL-0024735;SIT-00003;2026-07-15 18:00:00;39.88;61.4;22.5;valide
REL-0024736;SIT-00003;2026-07-15 19:00:00;41.02;87.3;21.8;valide
REL-0024737;SIT-00003;2026-07-15 20:00:00;39.34;84.3;21.7;valide
REL-0024738;SIT-00003;2026-07-15 21:00:00;18.29;38.9;19.8;valide
REL-0024739;SIT-00003;2026-07-15 22:00:00;19.05;34.9;20.2;valide
REL-0024740;SIT-00003;2026-07-15 23:00:00;20.56;31.2;16;valide
REL-0024741;SIT-00003;2026-07-16 00:00:00;15.49;28.7;16.4;valide
REL-0024742;SIT-00003;2026-07-16 01:00:00;13.79;20.4;18.8;valide
REL-0024743;SIT-00003;2026-07-16 02:00:00;14.94;29.9;19.3;valide
REL-0024744;SIT-00003;2026-07-16 03:00:00;14.89;23.2;19.6;valide
REL-0024745;SIT-00003;2026-07-16 04:00:00;15.74;29.5;17.5;valide
REL-0024746;SIT-00003;2026-07-16 05:00:00;13.69;27.9;23.5;valide
REL-0024747;SIT-00003;2026-07-16 06:00:00;35.61;78;22.7;valide
REL-0024748;SIT-00003;2026-07-16 07:00:00;38.26;57.3;23.9;valide
REL-0024749;SIT-00003;2026-07-16 08:00:00;61.32;120.3;26.1;valide
REL-0024750;SIT-00003;2026-07-16 09:00:00;69.57;120.5;25.7;valide
REL-0024751;SIT-00003;2026-07-16 10:00:00;65.44;98;25.7;valide
REL-0024752;SIT-00003;2026-07-16 11:00:00;66.7;101.1;27.1;valide
REL-0024753;SIT-00003;2026-07-16 12:00:00;58.02;120.1;28.1;valide
REL-0024754;SIT-00003;2026-07-16 13:00:00;54.38;102.4;26.1;valide
REL-0024755;SIT-00003;2026-07-16 14:00:00;67.47;95.3;26.6;valide
REL-0024756;SIT-00003;2026-07-16 15:00:00;63.52;108.6;26;valide
REL-0024757;SIT-00003;2026-07-16 16:00:00;62.92;130.2;27.4;valide
REL-0024758;SIT-00003;2026-07-16 17:00:00;69.07;106.8;23.5;valide
REL-0024759;SIT-00003;2026-07-16 18:00:00;40.22;67.1;22.9;valide
REL-0024760;SIT-00003;2026-07-16 19:00:00;41.29;84;23.2;valide
REL-0024761;SIT-00003;2026-07-16 20:00:00;42.95;81.4;20.9;valide
REL-0024762;SIT-00003;2026-07-16 21:00:00;18.89;35.1;21.3;valide
REL-0024763;SIT-00003;2026-07-16 22:00:00;20.65;45.4;18.2;valide
REL-0024764;SIT-00003;2026-07-16 23:00:00;19.89;38.8;19.4;valide
REL-0024765;SIT-00003;2026-07-17 00:00:00;14.61;26.7;18.5;valide
REL-0024766;SIT-00003;2026-07-17 01:00:00;13.52;27.2;19.5;valide
REL-0024767;SIT-00003;2026-07-17 02:00:00;14.12;29.5;18.7;valide
REL-0024768;SIT-00003;2026-07-17 03:00:00;14.01;20.5;18.6;valide
REL-0024769;SIT-00003;2026-07-17 04:00:00;14.03;26;20.7;valide
REL-0024770;SIT-00003;2026-07-17 05:00:00;15.76;24.9;21.1;valide
REL-0024771;SIT-00003;2026-07-17 06:00:00;34.77;51.6;22.2;valide
REL-0024772;SIT-00003;2026-07-17 07:00:00;37.46;52.6;21.8;valide
REL-0024773;SIT-00003;2026-07-17 08:00:00;68.91;116;24.3;valide
REL-0024774;SIT-00003;2026-07-17 09:00:00;64.22;113.2;25.9;valide
REL-0024775;SIT-00003;2026-07-17 10:00:00;70.59;109.6;25.9;valide
REL-0024776;SIT-00003;2026-07-17 11:00:00;62.89;130.8;26.6;valide
REL-0024777;SIT-00003;2026-07-17 12:00:00;57.37;106.6;27.2;valide
REL-0024778;SIT-00003;2026-07-17 13:00:00;58.16;83.9;25.5;valide
REL-0024779;SIT-00003;2026-07-17 14:00:00;63.66;100.9;25.9;valide
REL-0024780;SIT-00003;2026-07-17 15:00:00;65.36;139.2;26.6;estimée
REL-0024781;SIT-00003;2026-07-17 16:00:00;64.73;95.3;26.9;valide
REL-0024782;SIT-00003;2026-07-17 17:00:00;64.19;139.9;25.5;valide
REL-0024783;SIT-00003;2026-07-17 18:00:00;41.96;63.4;20.9;valide
REL-0024784;SIT-00003;2026-07-17 19:00:00;38.08;58.5;21.4;valide
REL-0024785;SIT-00003;2026-07-17 20:00:00;41.56;77.4;20.8;valide
REL-0024786;SIT-00003;2026-07-17 21:00:00;20.77;43.8;21.3;valide
REL-0024787;SIT-00003;2026-07-17 22:00:00;18.78;29.9;21.3;valide
REL-0024788;SIT-00003;2026-07-17 23:00:00;21.05;44.5;19.7;valide
REL-0024789;SIT-00003;2026-07-18 00:00:00;5.66;10.8;20.4;valide
REL-0024790;SIT-00003;2026-07-18 01:00:00;6.18;13.4;20.1;valide
REL-0024791;SIT-00003;2026-07-18 02:00:00;5.91;8.5;20.2;estimée
REL-0024792;SIT-00003;2026-07-18 03:00:00;5.87;10.7;19.6;valide
REL-0024793;SIT-00003;2026-07-18 04:00:00;6.17;13.1;20.9;valide
REL-0024794;SIT-00003;2026-07-18 05:00:00;5.64;11.3;24.2;valide
REL-0024795;SIT-00003;2026-07-18 06:00:00;14.32;26.4;21.6;valide
REL-0024796;SIT-00003;2026-07-18 07:00:00;14;29.6;26.2;valide
REL-0024797;SIT-00003;2026-07-18 08:00:00;27.32;50.9;24.6;valide
REL-0024798;SIT-00003;2026-07-18 09:00:00;25.61;37.1;25.2;valide
REL-0024799;SIT-00003;2026-07-18 10:00:00;24.94;42.7;23.3;valide
REL-0024800;SIT-00003;2026-07-18 11:00:00;25.65;48.1;26;valide
REL-0024801;SIT-00003;2026-07-18 12:00:00;22.4;33.8;25.3;valide
REL-0024802;SIT-00003;2026-07-18 13:00:00;21.56;46.7;28.5;valide
REL-0024803;SIT-00003;2026-07-18 14:00:00;27.85;41.2;26;valide
REL-0024804;SIT-00003;2026-07-18 15:00:00;26.86;44.3;24.8;valide
REL-0024805;SIT-00003;2026-07-18 16:00:00;28.38;55.2;23.6;valide
REL-0024806;SIT-00003;2026-07-18 17:00:00;24.99;52.3;23;valide
REL-0024807;SIT-00003;2026-07-18 18:00:00;15.99;24.9;22.3;valide
REL-0024808;SIT-00003;2026-07-18 19:00:00;16.39;28.6;21;valide
REL-0024809;SIT-00003;2026-07-18 20:00:00;16.31;24.1;20.6;valide
REL-0024810;SIT-00003;2026-07-18 21:00:00;8.46;12.3;18.8;valide
REL-0024811;SIT-00003;2026-07-18 22:00:00;7.69;14.3;18.1;valide
REL-0024812;SIT-00003;2026-07-18 23:00:00;7.78;15.5;18.2;valide
REL-0024813;SIT-00003;2026-07-19 00:00:00;6.01;11.3;19.1;valide
REL-0024814;SIT-00003;2026-07-19 01:00:00;5.6;9.9;17.8;valide
REL-0024815;SIT-00003;2026-07-19 02:00:00;5.87;12.8;17.4;valide
